MySQL [gc_sp21_dinosaurherd_log]> \. queries/maxLevelReached.sql
+--------------------------------------+--------------------------------------+-----------+
| uid                                  | sessionid                            | max_level |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 19733A08-B578-FF02-973C-34F546916AE5 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 197F5FB4-678F-0F3E-0B4B-4CDC846174CF |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 1A1C0154-88EB-88FD-7463-06B4D7668840 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 1A768C46-9BA6-D185-0883-3A22D2A7292B |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 1A90FCA0-94E6-F626-41BA-1FF03A5EADA8 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 1AD57165-F84C-AF13-C4B2-2342287ADBA8 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 1B89EE15-9C2D-F7C8-449C-2B7A4724176D |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 1C0BE78E-4F8D-9647-63F4-CEC9380E79D8 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 1C52DADB-E8C2-08D3-FD97-CB1575A1CC9F |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 241F4483-7692-1BB5-0CE1-7A05208DA525 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 249AFF8D-B7D7-BA7F-FB4F-FEFE848FC090 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 24D10A81-C60E-C8C7-B865-090C807FF039 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 253A6460-456A-CCD0-F42A-E63D25A47462 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 25704E6C-FF29-FB5A-14D4-3882D5619C5E |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 26D03062-DBE1-796E-7BC3-0FF39A048C12 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 26E3CD18-598C-9D63-07AF-4CB210999DA5 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 2702AB20-3DCD-1A8B-8B6B-4C6B0C03A830 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 27396A8B-1014-AA3B-7693-513614B29BDA |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 2798256A-F53E-A7DA-FBCD-FFCBB65A94EC |         6 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 27EDD2DB-032C-1A48-BB00-145CF487492D |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 2A0056C2-D9F5-6EEC-DBF5-A7F9A4A20D8E |         6 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 2AAA5466-A4A1-7F6E-4B80-47ECFB072B12 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 2B2AF180-1E1C-FF17-98CF-4090E883C356 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 2E021FB9-6B19-5514-1260-81FA9BEDDB81 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 2E38E4E1-04E8-0E28-9893-CDEC2D81F452 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 2ED9271F-FD4E-AD18-4D36-C3FA9477DF23 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 2F232C4C-6C9E-D760-AF4B-91B559383F13 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 3017A538-9A4A-7795-236C-033CF737EFEF |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 31D14D06-0FA0-3020-6577-5C2C87C1093F |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 32650921-7744-D84B-6F2F-24D49B92C9C9 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 335025A4-5A10-F1BA-43FE-6E44B20085E4 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 33600EA2-9F8F-5283-CC54-607D95DC8A82 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 35299705-DABA-4952-384A-CA001BEB9EB2 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 35BFE754-2397-D2AE-080C-F628DE983C08 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 37E78EC7-4104-686C-5945-30357F536A77 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 38496F2C-F1F0-521D-CB7F-FD3C1AABDDCE |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 38EE1873-1BC8-9FF6-7209-7622B2E004D9 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 3955CBE3-3DA9-D2B5-8AAC-FFFE37496893 |         8 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 3BDEF920-D329-0436-84DC-9B759E6A1834 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 3BFFEA3A-446A-7157-C1A2-B7AB939E0169 |         6 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 3CF79B08-DCEC-EAA5-69CF-C81346A4116E |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 3D04C22E-DE58-2557-1F82-43139FDE4E32 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 3DF70DEA-A31E-935D-5CC3-5F0D718D91B0 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 3E9B197F-322B-1893-6AB7-DD8219081AD8 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 402A15D6-BD36-8CA5-713E-897C6A823929 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 40720180-6F7D-FA4C-4F02-B7198608AE0B |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 40C0F0DC-F08D-B728-F3C8-142A74041B40 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 42EE832F-3C04-42A5-8A18-6581A0836A5F |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 43FFBB50-AF67-86D8-D589-A95EC4DDF058 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 44E74AB2-E819-DA94-D711-F99F6FD6882A |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 45884BC7-12DC-AC17-FB64-1456FA99F273 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 4601B6F5-E7B8-9043-7C5F-8C2620592B43 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 485F53BA-2990-A65E-4A72-08C3509050CB |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 4AFDBF14-B3AC-0594-0984-91E86D7DEE2A |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 4BFD3B62-ABDA-8224-FA9B-B7FE66F2D8F8 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 4CDFB85D-B437-5AC1-9B17-1570C0BAA7E8 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 4CFDB8E3-6696-8E78-2C6C-312B642C363D |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 4ECEB528-37DB-EA51-CE51-EC261628CB3C |         6 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 50CCA4B9-2B39-CA4E-B0CB-1A737CF0F9BC |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 512AFD2F-678F-F0FC-34D4-AF2ADE7554CC |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 51735E01-DB3B-0DB3-D4AD-11D98CD1692F |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 530CEE99-0D7F-6822-617C-E80EE5942635 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 531003E7-8EDF-690B-58B7-DEF988FE9873 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 53E076A9-7464-2D14-3C4E-C77F3509D4B0 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 5487FD4D-2AC9-FEAC-9DC1-A2277A6974A0 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 570C6062-E2DF-B0B6-281D-357C97AA0258 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 57D2F712-B9CE-070A-93DC-F6775CBD29F4 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 58CD933F-3690-E1A1-DAC4-B945AE816019 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 594AAE21-AC6C-36ED-BB89-06A5E74D0206 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 59B77943-375E-0F30-5237-5C4D55091BDC |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 5A66CC87-5A65-C5FF-31CB-F2E33B27A5A7 |        10 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 5C02AA05-5EE8-CC9B-8B9E-040F3BAC6A71 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 5C12D8C7-CFBF-9BAF-27D4-50F1E7109945 |         8 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 5D461368-73B7-F91A-AAD4-2ECF6DE42F32 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 6090228E-96A1-A3B8-3AA6-F71B67E0D330 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 60F18308-2C3C-96FA-18E1-DC4290C2CBD3 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 637AC77F-0B47-3C2A-B34D-68CEA291FE78 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 640FA776-814F-075C-5E6B-3046910F8EF1 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 6444E9B5-EF99-A2EC-2C11-3A81B9717AF5 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 6497A9D4-FD9E-71CA-A759-C598C8836A8F |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 6633152F-C4A5-5BCC-276A-5BB480E90140 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 66595EDA-1243-0362-579A-CAC698419977 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 66A13B48-BCB7-4744-5108-6F3183A16544 |        10 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 67B9EA18-683C-FC0B-91DA-17A5C4CAD335 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 67D48AFC-B4F6-731B-9D25-9BF0767567D1 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 687B1159-B1E3-D14A-1EE0-31EA88C50E7D |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 687DCFB4-6A8C-6C88-E01B-0CE905B78E14 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 6887E901-B824-6572-8408-5A3FFEA386BD |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 69C0E6EE-AE2C-6FC8-52E4-BF23BA45358A |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 6BEC7D10-C784-C185-3035-B9B929E6ACB1 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 6DAD51C0-E2CC-2EB4-5D6E-8780E100BFC5 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 6E6A4C5D-283C-B21C-E7B4-E7225F6A3944 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 6F94E8B5-32DF-A4BC-28D1-7F47BD8951ED |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 70955292-712D-75B8-BAC6-68B28AE2E3FF |         8 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 71C22206-DE5F-7729-6C70-98A85989A36D |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 72F877F3-D0AC-E383-BF05-F66C14AAD927 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 732FC76F-487E-7550-63DE-711A3CAA8346 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 73707541-C089-6220-871D-905A139D157C |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 73CE96AA-C577-A115-9C5F-36205FDDCA60 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 743B49F3-DF95-E6E9-3940-41886A1CD394 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 750A274F-5853-AD21-7AFD-90239F69DB77 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 75AB23C3-B82A-08AA-4034-076EA135AEA4 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 75BC6EC8-7879-0FFC-AE76-23E8311E7E3A |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 78DD8ED9-506C-B987-0ED0-B46F2BEF8FFB |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 7AC0589C-A214-AB0D-EE10-66255F989963 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 7B1EC4BB-A6B1-34DD-9906-6FD77573D8C3 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 7BA047AC-4B1F-654E-07D7-802DB55CED1F |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 7BBA10DA-69B4-70D2-D09B-54AE71CFB7AB |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 7E69DB8C-C527-B504-340C-75F9C2001292 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 7F0A73A5-5FDA-EE5F-106B-3683F4401A1B |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 7FB43496-1BFF-100A-15BC-786C2C3BF435 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 7FED2E35-5D63-C138-2731-825F56335BC2 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 8052ED40-D568-DB19-4ECE-C0DB881DCF6C |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 80C5DCC3-BF9D-2752-9755-79188A798AEE |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 80EBA2B4-2C5F-EA29-2725-0CDA2BDA35F2 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 8172CE7B-658E-4EDA-CD16-22BE82891CF6 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 818674FB-0F4B-FAB2-26B9-BD32FE9E8723 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 81F16A23-3109-AC50-11AE-3C899BC3D54C |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 83653AF3-29BE-7250-AF70-7E52285630DF |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 83A20083-8F41-7E61-1147-F30BCF892C92 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 83ADA8E3-F1F5-2E70-ACCB-83B39BABEEFC |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 8558BEF8-59CC-84F8-7860-7FE807A8A3B9 |         6 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 85FD0C62-008C-CE68-7889-DAF423F9644F |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 865E10A3-C2CD-F75D-834B-17AE4EE6B218 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 86CAF823-7E42-678C-388B-686552B5D437 |         6 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 874E739F-9F23-CD03-996C-82A56A350B90 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 87665C84-2D44-D512-22FE-FD73C64D014D |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 89B32CAF-ED93-2DEA-867E-3CE2C9E7A3E2 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 8B0F0DB0-F510-9EFD-1C0F-7C021EFDC752 |         6 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 8B4472D4-AAF2-A15C-4CA0-3E19AFF5371C |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 8C678064-B582-7490-8424-25FD402CD115 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 8D11F22F-853B-8843-1646-433E0AD2133D |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 8DBAF979-AFBE-7D9E-BF5E-61FF669A918E |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 8DD341AE-5C48-69DF-D014-C218E4CC4879 |        10 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 8E03A289-2972-6711-D89B-B24941A82207 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 8E9E9FFF-8A2C-EB6A-7E15-0A125E8597F9 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 8EC7A37D-7675-959F-82C4-33D1081DA787 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 8F969F0E-3AEE-7331-FA75-B4786BF745A8 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 915E9B18-7A6F-BF5A-B391-97E6BEF40077 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 926E3C69-E418-9B75-93B2-81158FE03BC5 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 92B7B4A3-3FAE-D88C-69DA-DDEE765B67B6 |         6 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 9457A8AD-2E6B-154D-2683-FD637F99DA10 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 981E867A-610C-3EB9-D3FC-B15310B48309 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 9923CAF5-10A1-B84C-14D8-117FD06C6907 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 999B03B3-EED8-D702-E8E1-7C7F4A503247 |         6 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 99C44DF5-766A-254B-9051-BBE8D2239145 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 9B563210-778A-561F-3D03-9DE6644F3775 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 9B8D3AA7-64A6-1BAE-0748-78DB4970F82E |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 9BB6E09F-BA0D-76B5-2E3E-EF1D77DE290B |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 9D06A108-D57A-D066-BF17-621ADE5940E3 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 9D185772-925B-4008-89B6-6B0C7BC14D29 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 9DE3F79B-C445-855A-0A28-05F3F9DDCF0C |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 9E34D0C0-99F4-EA40-3F7F-928F15930A97 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 9E356775-889E-9F54-EA8C-8D54EC10C72C |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 9EFE193F-A668-9AF1-3082-FB7D5F415236 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | 9F2EB67F-0B88-E359-787F-53AD5D310633 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | A065FBF7-5CFA-AB87-743E-248309FFC80B |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | A0DFE953-29DC-80AD-7689-628371CF29AD |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | A149CA77-51F3-0491-6BF5-6D87F9221950 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | A4349315-4605-BD0F-EADF-5107A9D99BA2 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | A4B48115-AD99-0B4A-410F-A636259C33AB |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | A4CA151D-A643-275B-6B4F-877244421B1E |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | A5AAD20A-CB02-44AF-9285-15CE8513134F |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | A6AD2B23-44B0-2C3A-9BD1-D24B3B697B5D |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | A7A45BE9-DCBF-451E-653C-CEA0EF3967AC |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | A80003D2-937E-E769-3687-0D87E6021043 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | A8E6F4F4-A5B4-797E-7AB3-A9959A75B030 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | AA7A3626-19ED-B030-F444-76E1E380FFBA |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | ABC027D1-CE31-1FE7-B20D-0C66630A7D4A |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | ABD6BC3D-3D8E-FCC8-CD05-D8AA3AF088F5 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | AC24DEA9-64E9-2F6B-C90C-42D513886530 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | ACD48296-1886-5275-66CE-6FAABC27C7B8 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | ACDF4E55-54A9-1E6C-116E-53D7BCEC5913 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | AD2099A2-ADA6-5BB0-9DCA-7DDE0EB0C15F |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | ADF9AD9B-BD11-A269-AE9C-869149E2D99E |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | AEA5FEF3-1871-0DD4-1375-D929401AD11A |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | AF7367E1-1DB9-6A1E-CC1B-B81DE0EAEDBA |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | AFFA43A7-20D6-2515-49AC-22121FD1E450 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | B07E870D-4663-8E5D-3252-A48D403387E9 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | B3B8CD0C-02EB-F53D-3495-F8947BD747F0 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | B4F55326-24C0-C436-C0C4-25D16816A2F8 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | B6264F91-F350-7840-6F0E-95BBDC0AA12A |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | B6F7E074-3699-1504-240C-D5ECF51A547C |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | B73C85F3-E6A6-4D2A-7772-7027B5DD1555 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | B8961DC3-3078-227A-3899-468CDFE750F4 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | BB6DF805-45EF-FC33-55A5-03CFD84F088A |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | BCB03A61-E5D7-925E-21E2-FC38B5CEDF25 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | BDE0AFFB-CA42-6756-F2BD-4E7D22EF67E4 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | BE3E2B09-35A1-5A4F-22FC-E610FD5640CB |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | BE6774C5-D673-4A47-6889-B52E174D86A2 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | BEB82EAA-C316-5947-7E6B-DB51013DAD10 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | BF28AB92-1E47-2CA5-11BC-7FE5A46EA719 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | BF50D101-FEEE-1C11-C3CF-3C988C18BC43 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | C000F349-9DAF-20CD-E5D3-523DF6EA1613 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | C132EC68-E032-56A0-8104-BA396AA3D7DD |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | C1E21FFF-E06C-BA2C-DE86-0D3553A55440 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | C2064641-1A71-A6B7-E97A-D3DB6AE86D6E |         7 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | C21BE441-BC22-5186-6FAF-1FA65C6F8BF6 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | C37E1344-E91F-1983-8B53-F2D57EDF4A9F |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | C66D866D-1093-8BEA-A0BE-88E9646A52F5 |         5 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | C7AA7606-4E94-EFF5-FC7E-932DCB065BE5 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | C902C2C7-4D8F-CCA4-F2A1-A53FD0F36C1D |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | C904009F-680E-E423-A053-B0FFF3467720 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | C975372D-EC7B-AAE5-DFF2-6A18E0DB7709 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | CABD579C-C22C-1FCA-7740-4B6037972AEA |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | CAC3263F-CB47-DFA5-9104-09FD16B7E34F |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | CCC27EBA-8D6B-70E4-90B1-44D74FC7255E |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | CCCAFD07-0B7D-9123-5C7D-970DC2215D3B |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | CD94094B-BA7A-E81A-44F0-02E4245B7226 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | D0AC64D4-1B84-93BD-6866-77E5B882446D |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | D0AFC32D-8863-EAF4-8A24-5D9A2229C995 |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | D136144B-0EE6-B202-29FF-4537B342C59E |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | D146EA2A-DB6E-61E4-EBCB-6CEFDD8E4AD5 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | D1547B72-3251-6485-7E75-586325A4ED7D |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | D19AA160-92D4-73F9-CA8E-FFEF43FF6024 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | D1F05BDF-C3AD-E411-062C-EFD5C4CB2CB2 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | D2B4043C-DF6C-FCF9-1FC0-6B28AE894CF0 |         3 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | D44B9D34-F5BD-D49E-5728-F71C00AF16BB |         1 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | D46B03DE-C254-791F-0AFF-64E966FC21F2 |         4 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | D59000BE-AF7D-A743-C15E-47035AE37BD3 |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | D7DB45AE-A8A4-DF9F-18B4-141EFD158A40 |         6 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | D8F9B763-CAA1-A808-2942-0E4D09480F2B |         2 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 | DA4F2FDB-2CD8-DD54-62EB-CD72C0554FBB |         9 |
