MySQL [gc_sp21_dinosaurherd_log]> \. queries/timeOnLevels.sql
+--------------------------------------+-------+------+---------------+-----------------------------------------------------------------------------------------------------------+
| uid                                  | level | time | q_detail      | q_detail                                                                                                  |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     5 |   38 | {"score":23}  | {"deathCount":0,"score":35,"time":37.583333333332,"preyCollected":11,"predCollected":1,"preyDeaths":0}    |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     4 |   20 | {"score":13}  | {"deathCount":0,"score":23,"time":20.016666666667,"preyCollected":10,"predCollected":0,"preyDeaths":0}    |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     3 |   30 | {"score":1}   | {"deathCount":0,"score":13,"time":29.333333333333,"preyCollected":12,"predCollected":0,"preyDeaths":0}    |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |    6 | {"score":0}   | {"deathCount":0,"score":1,"time":5.7666666666667,"preyCollected":1,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     1 |    5 | {"score":0}   | {"deathCount":0,"score":0,"time":5.2,"preyCollected":0,"predCollected":0,"preyDeaths":0}                  |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     6 |    5 | {"score":0}   | {"deathCount":0,"score":0,"time":5.0166666666667,"preyCollected":0,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     5 |   11 | {"score":0}   | {"deathCount":0,"score":1,"time":10.95,"preyCollected":0,"predCollected":1,"preyDeaths":0}                |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     5 |    7 | {"score":0}   | {"deathCount":0,"score":2,"time":6.4,"preyCollected":0,"predCollected":2,"preyDeaths":0}                  |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     5 |   87 | {"score":0}   | {"deathCount":0,"score":13,"time":85.766666666663,"preyCollected":11,"predCollected":2,"preyDeaths":0}    |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |    6 | {"score":0}   | {"deathCount":0,"score":1,"time":6.0833333333333,"preyCollected":1,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     3 |   27 | {"score":1}   | {"deathCount":0,"score":10,"time":23.216666666667,"preyCollected":9,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   11 | {"score":0}   | {"deathCount":0,"score":1,"time":6.0333333333333,"preyCollected":1,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |    7 | {"score":0}   | {"deathCount":0,"score":0,"time":1.0833333333333,"preyCollected":0,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     4 |   43 | {"score":4}   | {"deathCount":0,"score":14,"time":38.316666666666,"preyCollected":10,"predCollected":0,"preyDeaths":0}    |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     3 |   83 | {"score":0}   | {"deathCount":0,"score":4,"time":75.949999999997,"preyCollected":4,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |    7 | {"score":0}   | {"deathCount":0,"score":0,"time":0.38333333333333,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |    7 | {"score":0}   | {"deathCount":0,"score":0,"time":0.68333333333333,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   10 | {"score":0}   | {"deathCount":0,"score":1,"time":5.75,"preyCollected":1,"predCollected":0,"preyDeaths":0}                 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     3 |   30 | {"score":1}   | {"deathCount":0,"score":13,"time":26.366666666666,"preyCollected":12,"predCollected":0,"preyDeaths":0}    |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   12 | {"score":0}   | {"deathCount":0,"score":1,"time":8.4166666666667,"preyCollected":1,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   16 | {"score":0}   | {"deathCount":0,"score":1,"time":12,"preyCollected":1,"predCollected":0,"preyDeaths":0}                   |
