log_no_quest_id,gid,cid,log_ts,aid,a_detail,uid,vid,sessionid,session_seqid,client_ts,multiplayer_uid,multiplayer_seqid
477,202107,1,1622358564,3,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,1B53E6D4-8EA4-FD8A-568C-F2AD8751EA71,2,1622358564685,NULL,0
478,202107,1,1622358564,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,1B53E6D4-8EA4-FD8A-568C-F2AD8751EA71,1,1622358564684,NULL,0
479,202107,1,1622358591,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,2751E2E1-E7A6-2404-DCA7-751B8904F062,1,1622358591416,NULL,0
480,202107,1,1622358591,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,2751E2E1-E7A6-2404-DCA7-751B8904F062,2,1622358591417,NULL,0
481,202107,1,1622358614,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,88B10D90-4126-40D0-209B-2544FAE26A23,1,1622358613983,NULL,0
482,202107,1,1622358614,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,88B10D90-4126-40D0-209B-2544FAE26A23,2,1622358613983,NULL,0
483,202107,1,1622358706,3,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,DA24EA73-9C8F-C95A-F84C-00DD3EDF9F00,2,1622358706544,NULL,0
484,202107,1,1622358706,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,DA24EA73-9C8F-C95A-F84C-00DD3EDF9F00,1,1622358706543,NULL,0
485,202107,1,1622358725,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,0BEDD92A-FEEE-4315-475D-F0F1E82272CE,2,1622358725543,NULL,0
486,202107,1,1622358725,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,0BEDD92A-FEEE-4315-475D-F0F1E82272CE,1,1622358725543,NULL,0
487,202107,1,1622358757,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,0D7663C9-E149-B0F0-1665-7D9F38345625,1,1622358757261,NULL,0
488,202107,1,1622358757,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,0D7663C9-E149-B0F0-1665-7D9F38345625,2,1622358757261,NULL,0
489,202107,1,1622358812,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,167139C1-83C5-890F-E066-9F0D94F8C021,1,1622358812496,NULL,0
490,202107,1,1622358812,3,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,167139C1-83C5-890F-E066-9F0D94F8C021,2,1622358812496,NULL,0
491,202107,1,1622358890,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,B9EA1EF4-5E1D-2D47-3128-D8DACC61C3E7,2,1622358890395,NULL,0
492,202107,1,1622358890,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,B9EA1EF4-5E1D-2D47-3128-D8DACC61C3E7,1,1622358890394,NULL,0
493,202107,1,1622359034,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,C8E8C367-5373-754F-D5F2-E4A55F12082A,1,1622359034205,NULL,0
494,202107,1,1622359034,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,C8E8C367-5373-754F-D5F2-E4A55F12082A,2,1622359034206,NULL,0
495,202107,1,1622359154,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,DDE4D27F-F76C-4CE4-F5C3-12207BF4D7C3,2,1622359154779,NULL,0
496,202107,1,1622359154,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,DDE4D27F-F76C-4CE4-F5C3-12207BF4D7C3,1,1622359154778,NULL,0
497,202107,1,1622359196,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,31CF11E4-BD23-A1EB-4246-5D871E4AC67F,1,1622359195957,NULL,0
498,202107,1,1622359196,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,31CF11E4-BD23-A1EB-4246-5D871E4AC67F,2,1622359195958,NULL,0
499,202107,1,1622359244,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,31CF11E4-BD23-A1EB-4246-5D871E4AC67F,68,1622359244480,NULL,0
500,202107,1,1622359244,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,31CF11E4-BD23-A1EB-4246-5D871E4AC67F,69,1622359244481,NULL,0
501,202107,1,1622359266,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,31CF11E4-BD23-A1EB-4246-5D871E4AC67F,116,1622359266365,NULL,0
502,202107,1,1622359266,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,31CF11E4-BD23-A1EB-4246-5D871E4AC67F,117,1622359266365,NULL,0
503,202107,1,1622359442,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,31CF11E4-BD23-A1EB-4246-5D871E4AC67F,227,1622359442667,NULL,0
504,202107,1,1622359442,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,31CF11E4-BD23-A1EB-4246-5D871E4AC67F,228,1622359442668,NULL,0
505,202107,1,1622359478,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,9130A8FD-50D6-2D4A-7249-8A2E06EEB968,1,1622359478322,NULL,0
506,202107,1,1622359478,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,9130A8FD-50D6-2D4A-7249-8A2E06EEB968,2,1622359478326,NULL,0
507,202107,1,1622359651,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,8472369A-ED8C-EB2F-49C3-88964AFA721D,2,1622359651033,NULL,0
508,202107,1,1622359651,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,8472369A-ED8C-EB2F-49C3-88964AFA721D,1,1622359651032,NULL,0
509,202107,5,1622359652,2,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,7A74A3C5-81FA-2C6A-F566-B1264EB7E48B,1715,1622359651753,NULL,0
510,202107,5,1622359652,5,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,7A74A3C5-81FA-2C6A-F566-B1264EB7E48B,1714,1622359651753,NULL,0
511,202107,1,1622359718,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,9889D9F0-F99E-71EF-AD6B-FC4898D00138,1,1622359718161,NULL,0
512,202107,1,1622359718,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,9889D9F0-F99E-71EF-AD6B-FC4898D00138,2,1622359718162,NULL,0
513,202107,1,1622359823,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,11021F53-8786-F002-D79D-354065059C4A,1,1622359823358,NULL,0
514,202107,1,1622359823,3,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,11021F53-8786-F002-D79D-354065059C4A,2,1622359823359,NULL,0
515,202107,1,1622359841,4,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,B85F6B2A-E3A6-376D-7E2F-5DBE1AA71FF3,1,1622359840838,NULL,0
516,202107,1,1622359841,3,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,B85F6B2A-E3A6-376D-7E2F-5DBE1AA71FF3,2,1622359840838,NULL,0
517,202107,1,1622359885,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,11021F53-8786-F002-D79D-354065059C4A,70,1622359885239,NULL,0
518,202107,1,1622359885,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,11021F53-8786-F002-D79D-354065059C4A,71,1622359885239,NULL,0
519,202107,1,1622359927,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,CC8556BC-CFBB-75A7-6DDE-E023CCFA46CA,1,1622359927758,NULL,0
520,202107,1,1622359927,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,CC8556BC-CFBB-75A7-6DDE-E023CCFA46CA,2,1622359927759,NULL,0
521,202107,1,1622360486,4,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,B85F6B2A-E3A6-376D-7E2F-5DBE1AA71FF3,1307,1622360486129,NULL,0
522,202107,1,1622360486,2,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,B85F6B2A-E3A6-376D-7E2F-5DBE1AA71FF3,1308,1622360486129,NULL,0
523,202107,1,1622360666,4,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,1ED60C68-5278-DC54-93AC-C84D4EC935C9,1,1622360665842,NULL,0
524,202107,1,1622360666,2,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,1ED60C68-5278-DC54-93AC-C84D4EC935C9,2,1622360665843,NULL,0
525,202107,1,1622360737,2,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,EBB34A8B-F02C-2C17-A583-6C1BF8D07C29,2,1622360737144,NULL,0
526,202107,1,1622360737,4,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,EBB34A8B-F02C-2C17-A583-6C1BF8D07C29,1,1622360737143,NULL,0
527,202107,1,1622360864,2,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,C4E4E8EB-5311-9B58-2BDC-D0836D7AA348,2,1622360864300,NULL,0
528,202107,1,1622360864,4,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,C4E4E8EB-5311-9B58-2BDC-D0836D7AA348,1,1622360864300,NULL,0
529,202107,1,1622360936,5,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,37AE54F0-98D0-0F9A-67F3-97FAF82B903A,1,1622360936099,NULL,0
530,202107,1,1622360936,2,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,37AE54F0-98D0-0F9A-67F3-97FAF82B903A,2,1622360936099,NULL,0
531,202107,1,1622360967,5,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,88D1E7EF-41C7-0AC3-6DA3-7E594562B2E4,1,1622360967815,NULL,0
532,202107,1,1622360968,2,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,88D1E7EF-41C7-0AC3-6DA3-7E594562B2E4,2,1622360967815,NULL,0
533,202107,4,1622375447,0,[],B1941614-8BC0-5520-7333-E0CA627D95FC,1,71C4573E-E92C-9044-9A5B-973A425295C8,1,1622375447490,NULL,0
534,202107,1,1622398781,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,471FD165-C935-B6E9-E79E-BA578619EAE3,1,1622398781309,NULL,0
535,202107,1,1622398781,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,471FD165-C935-B6E9-E79E-BA578619EAE3,2,1622398781309,NULL,0
536,202107,1,1622398833,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,C83DB641-1B22-57DD-D145-8D9D0F80472B,1,1622398833291,NULL,0
537,202107,1,1622398833,3,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,C83DB641-1B22-57DD-D145-8D9D0F80472B,2,1622398833291,NULL,0
538,202107,1,1622398858,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,23468A33-FCF0-1B4B-4E1E-D47AC530CB33,1,1622398858232,NULL,0
539,202107,1,1622398858,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,23468A33-FCF0-1B4B-4E1E-D47AC530CB33,2,1622398858233,NULL,0
540,202107,1,1622399399,2,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,D6B7DA0A-3D35-C3AB-2602-98D8AF1328D1,2,1622399399188,NULL,0
541,202107,1,1622399399,5,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,D6B7DA0A-3D35-C3AB-2602-98D8AF1328D1,1,1622399399188,NULL,0
542,202107,1,1622399556,4,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,D6B7DA0A-3D35-C3AB-2602-98D8AF1328D1,348,1622399556402,NULL,0
543,202107,1,1622399556,2,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,D6B7DA0A-3D35-C3AB-2602-98D8AF1328D1,349,1622399556403,NULL,0
544,202107,1,1622399592,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,AC6F4F6B-7674-4706-1C6D-A989D06278A8,1,1622399591991,NULL,0
545,202107,1,1622399592,3,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,AC6F4F6B-7674-4706-1C6D-A989D06278A8,2,1622399591992,NULL,0
546,202107,1,1622399799,2,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,BE67760B-9BA5-FCE8-B6D2-A05BCCD7815C,2,1622399799280,NULL,0
547,202107,1,1622399799,4,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,BE67760B-9BA5-FCE8-B6D2-A05BCCD7815C,1,1622399799279,NULL,0
548,202107,1,1622399912,4,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,BE67760B-9BA5-FCE8-B6D2-A05BCCD7815C,256,1622399912526,NULL,0
549,202107,1,1622399912,3,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,BE67760B-9BA5-FCE8-B6D2-A05BCCD7815C,257,1622399912527,NULL,0
550,202107,1,1622400203,3,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,2CE2077A-49A8-C71B-8110-12EB81EEC906,2,1622400203301,NULL,0
551,202107,1,1622400203,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,2CE2077A-49A8-C71B-8110-12EB81EEC906,1,1622400203300,NULL,0
552,202107,1,1622401105,3,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,59C52370-D2A9-6F7B-67FB-2D0B74089CE0,2,1622401105345,NULL,0
553,202107,1,1622401105,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,59C52370-D2A9-6F7B-67FB-2D0B74089CE0,1,1622401105344,NULL,0
554,202107,1,1622401211,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,71DECDC4-D4F7-6151-CDB8-0BF480EDFA37,1,1622401211090,NULL,0
555,202107,1,1622401211,3,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,71DECDC4-D4F7-6151-CDB8-0BF480EDFA37,2,1622401211092,NULL,0
556,202107,1,1622401339,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,1A1C95C6-B680-D43A-0B4F-3E4482422C6F,2,1622401339122,NULL,0
557,202107,1,1622401339,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,1A1C95C6-B680-D43A-0B4F-3E4482422C6F,1,1622401339121,NULL,0
558,202107,1,1622401429,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,87523101-3051-9070-1A03-4DD16647CB4A,2,1622401428915,NULL,0
559,202107,1,1622401429,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,87523101-3051-9070-1A03-4DD16647CB4A,1,1622401428914,NULL,0
560,202107,1,1622401457,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,EA283561-9B3C-BB0A-4593-E9943B5F1D83,2,1622401457525,NULL,0
561,202107,1,1622401457,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,EA283561-9B3C-BB0A-4593-E9943B5F1D83,1,1622401457524,NULL,0
562,202107,1,1622401540,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,74921CD0-F4B2-7A29-2D2F-5CDA1ABF979A,1,1622401539913,NULL,0
563,202107,1,1622401540,3,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,74921CD0-F4B2-7A29-2D2F-5CDA1ABF979A,2,1622401539914,NULL,0
564,202107,1,1622401625,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,285B7F5C-2297-1261-97AC-1599FA3FEF1D,2,1622401625620,NULL,0
565,202107,1,1622401625,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,285B7F5C-2297-1261-97AC-1599FA3FEF1D,1,1622401625619,NULL,0
566,202107,1,1622401716,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,0858D58D-656C-C2F2-0CB0-37F6773D76F9,2,1622401716188,NULL,0
567,202107,1,1622401716,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,0858D58D-656C-C2F2-0CB0-37F6773D76F9,1,1622401716187,NULL,0
568,202107,1,1622401943,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,33DBE8E1-9195-1FE5-C548-A2BD2B6B57AF,1,1622401942962,NULL,0
569,202107,1,1622401943,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,33DBE8E1-9195-1FE5-C548-A2BD2B6B57AF,2,1622401942963,NULL,0
570,202107,1,1622402148,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,NULL,1,1622402147986,NULL,0
571,202107,1,1622402148,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,NULL,2,1622402147991,NULL,0
572,202107,1,1622402329,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,1C51CC94-1417-B99F-F53A-7725772A86B5,2,1622402329729,NULL,0
573,202107,1,1622402329,5,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,1C51CC94-1417-B99F-F53A-7725772A86B5,1,1622402329727,NULL,0
574,202107,1,1622402373,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,CAC94E9E-ECEA-0454-D121-E8E2CFFD056A,1,1622402373104,NULL,0
575,202107,1,1622402373,3,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,CAC94E9E-ECEA-0454-D121-E8E2CFFD056A,2,1622402373105,NULL,0
576,202107,1,1622402700,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,1753E7B7-608C-13F6-D70E-C05CAC5E212E,1,1622402700251,NULL,0
577,202107,1,1622402700,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,1753E7B7-608C-13F6-D70E-C05CAC5E212E,2,1622402700252,NULL,0
578,202107,1,1622403509,4,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,E05FFC47-8212-8B75-6121-44380B18B9D0,1,1622403509587,NULL,0
579,202107,1,1622403509,3,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,E05FFC47-8212-8B75-6121-44380B18B9D0,2,1622403509587,NULL,0
580,202107,1,1622403552,2,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,C181BF5F-EDD2-B5AE-FB69-E75AF6DDD408,2,1622403552751,NULL,0
581,202107,1,1622403552,5,[],44F924F9-7413-F621-F8AA-017B1667D4FB,1,C181BF5F-EDD2-B5AE-FB69-E75AF6DDD408,1,1622403552751,NULL,0
582,202107,5,1622403963,4,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,09229798-C3FC-0096-7550-3EDA76D36AFA,1,1622403963482,NULL,0
583,202107,5,1622403963,2,[],61F2CF48-1BE7-8576-E22F-351978F53446,1,09229798-C3FC-0096-7550-3EDA76D36AFA,2,1622403963483,NULL,0
584,202107,5,1622404058,3,[],E084A34A-FF91-A5F6-4142-F019F20FE14D,1,99A76AB1-74FC-46EC-66DC-2CF7CEA9B8CE,2,1622404058517,NULL,0
585,202107,5,1622404058,4,[],E084A34A-FF91-A5F6-4142-F019F20FE14D,1,99A76AB1-74FC-46EC-66DC-2CF7CEA9B8CE,1,1622404058516,NULL,0
586,202107,5,1622404158,4,[],E084A34A-FF91-A5F6-4142-F019F20FE14D,1,4239EF0C-3BF4-CF5F-1BB2-2C602FA447E3,1,1622404158292,NULL,0
587,202107,5,1622404158,2,[],E084A34A-FF91-A5F6-4142-F019F20FE14D,1,4239EF0C-3BF4-CF5F-1BB2-2C602FA447E3,2,1622404158292,NULL,0
588,202107,5,1622404255,2,[],494FC3F7-AB70-F3E1-6570-C4EFE70D46A4,1,92A69ED0-8AFD-0035-7C64-E7C7FE1A23E1,2,1622404254856,NULL,0
589,202107,5,1622404255,4,[],494FC3F7-AB70-F3E1-6570-C4EFE70D46A4,1,92A69ED0-8AFD-0035-7C64-E7C7FE1A23E1,1,1622404254854,NULL,0
590,202107,5,1622404298,2,[],E084A34A-FF91-A5F6-4142-F019F20FE14D,1,651043CE-B880-F6CA-E2C7-B3742B2397AF,2,1622404298439,NULL,0
591,202107,5,1622404298,4,[],E084A34A-FF91-A5F6-4142-F019F20FE14D,1,651043CE-B880-F6CA-E2C7-B3742B2397AF,1,1622404298439,NULL,0
592,202107,5,1622404384,2,[],7080A695-D279-76BC-39D8-1BB73332BD37,1,0624FDCE-16AF-A2E1-2850-1F6344250806,2,1622404384391,NULL,0
593,202107,5,1622404384,4,[],7080A695-D279-76BC-39D8-1BB73332BD37,1,0624FDCE-16AF-A2E1-2850-1F6344250806,1,1622404384390,NULL,0
594,202107,5,1622404559,3,[],494FC3F7-AB70-F3E1-6570-C4EFE70D46A4,1,92A69ED0-8AFD-0035-7C64-E7C7FE1A23E1,401,1622404558346,NULL,0
595,202107,5,1622404559,4,[],494FC3F7-AB70-F3E1-6570-C4EFE70D46A4,1,92A69ED0-8AFD-0035-7C64-E7C7FE1A23E1,400,1622404558345,NULL,0
596,202107,5,1622404761,4,[],BA494CEC-3FAD-0F19-0D15-CF1B289DACC0,1,AFFD7ACA-5E69-8F2C-12ED-396ED36675FD,1,1622404761252,NULL,0
597,202107,5,1622404761,3,[],BA494CEC-3FAD-0F19-0D15-CF1B289DACC0,1,AFFD7ACA-5E69-8F2C-12ED-396ED36675FD,2,1622404761252,NULL,0
598,202107,5,1622405218,2,[],E084A34A-FF91-A5F6-4142-F019F20FE14D,1,633824CD-60CD-492E-D59A-2B76D3F030AE,2,1622405218480,NULL,0
599,202107,5,1622405218,5,[],E084A34A-FF91-A5F6-4142-F019F20FE14D,1,633824CD-60CD-492E-D59A-2B76D3F030AE,1,1622405218479,NULL,0
600,202107,5,1622405280,5,[],58A9F3D9-C472-05A5-4B58-61CA0BA133CF,1,29C8904F-F3C3-39B8-E689-46B5EB9A6A22,1,1622405280592,NULL,0
601,202107,5,1622405280,2,[],58A9F3D9-C472-05A5-4B58-61CA0BA133CF,1,29C8904F-F3C3-39B8-E689-46B5EB9A6A22,2,1622405280594,NULL,0
602,202107,5,1622405414,4,[],669F27B2-752C-16B9-A00B-E99EA9C1A6F6,1,356BBF64-6F17-D027-CA95-E8EEC90A84B9,1,1622405414371,NULL,0
603,202107,5,1622405414,2,[],669F27B2-752C-16B9-A00B-E99EA9C1A6F6,1,356BBF64-6F17-D027-CA95-E8EEC90A84B9,2,1622405414372,NULL,0
604,202107,5,1622405517,2,[],BA494CEC-3FAD-0F19-0D15-CF1B289DACC0,1,AFFD7ACA-5E69-8F2C-12ED-396ED36675FD,1528,1622405516551,NULL,0
605,202107,5,1622405517,4,[],BA494CEC-3FAD-0F19-0D15-CF1B289DACC0,1,AFFD7ACA-5E69-8F2C-12ED-396ED36675FD,1527,1622405516550,NULL,0
606,202107,5,1622405646,4,[],F40E324C-C9B6-EAE6-270F-66B5CABC3190,1,BB439F03-2529-5BC5-9BF5-BE32D02287A3,1,1622405646252,NULL,0
607,202107,5,1622405646,3,[],F40E324C-C9B6-EAE6-270F-66B5CABC3190,1,BB439F03-2529-5BC5-9BF5-BE32D02287A3,2,1622405646253,NULL,0
608,202107,5,1622405665,4,[],62E73E55-571E-CA59-A759-8D3540BD6AFA,1,C12F537B-F178-EFFB-C537-36729DAFEBDB,1,1622405665361,NULL,0
609,202107,5,1622405665,2,[],62E73E55-571E-CA59-A759-8D3540BD6AFA,1,C12F537B-F178-EFFB-C537-36729DAFEBDB,2,1622405665363,NULL,0
610,202107,5,1622406007,2,[],91F46D68-460A-F1C4-8C89-E17C9E0121DB,1,496A92C9-EF26-0E96-4627-3A0ED5BA1798,2,1622406007412,NULL,0
611,202107,5,1622406007,4,[],91F46D68-460A-F1C4-8C89-E17C9E0121DB,1,496A92C9-EF26-0E96-4627-3A0ED5BA1798,1,1622406007411,NULL,0
612,202107,5,1622406130,5,[],DBE1FF93-10C2-E6F4-CE21-BC3E98EB87ED,1,6BF73DA6-1EFD-EF4E-50D1-D87080A1583A,1,1622406131748,NULL,0
613,202107,5,1622406130,2,[],DBE1FF93-10C2-E6F4-CE21-BC3E98EB87ED,1,6BF73DA6-1EFD-EF4E-50D1-D87080A1583A,2,1622406131749,NULL,0
614,202107,5,1622406209,3,[],95D9AE18-92DD-F98A-77A7-8965B020FDF7,1,895E501A-465A-9D10-61E2-CE7EC4014F74,2,1622406209751,NULL,0
615,202107,5,1622406209,4,[],95D9AE18-92DD-F98A-77A7-8965B020FDF7,1,895E501A-465A-9D10-61E2-CE7EC4014F74,1,1622406209749,NULL,0
616,202107,5,1622406234,4,[],7F48CE56-AF12-454B-4A4C-47CA07368B3A,1,B1687AE4-2804-6EAA-8456-57CFE940A86C,1,1622406218261,NULL,0
617,202107,5,1622406234,3,[],7F48CE56-AF12-454B-4A4C-47CA07368B3A,1,B1687AE4-2804-6EAA-8456-57CFE940A86C,2,1622406218262,NULL,0
618,202107,5,1622406251,2,[],7BF36399-7306-57C6-AAC2-72FDF6721A37,1,163664E6-5CD1-F231-E0A7-ECB4DACCF02B,2,1622406249298,NULL,0
619,202107,5,1622406251,5,[],7BF36399-7306-57C6-AAC2-72FDF6721A37,1,163664E6-5CD1-F231-E0A7-ECB4DACCF02B,1,1622406249293,NULL,0
620,202107,5,1622406377,4,[],E084A34A-FF91-A5F6-4142-F019F20FE14D,1,2D8E9E4B-1404-6EF4-A912-615D2BB342F7,1,1622406377880,NULL,0
621,202107,5,1622406377,3,[],E084A34A-FF91-A5F6-4142-F019F20FE14D,1,2D8E9E4B-1404-6EF4-A912-615D2BB342F7,2,1622406377884,NULL,0
622,202107,5,1622406390,4,[],81F08928-EAAE-42F1-EA92-25530C9352A9,1,D281B61F-2C8B-A3BC-EC1C-36048CF6C244,1,1622406389507,NULL,0
623,202107,5,1622406390,3,[],81F08928-EAAE-42F1-EA92-25530C9352A9,1,D281B61F-2C8B-A3BC-EC1C-36048CF6C244,2,1622406389508,NULL,0
624,202107,5,1622406446,5,[],F9EF7629-8598-E454-FB90-5B30E4557506,1,F22CDCF5-170F-A2DA-A236-350AD0102D98,1,1622406446179,NULL,0
625,202107,5,1622406446,2,[],F9EF7629-8598-E454-FB90-5B30E4557506,1,F22CDCF5-170F-A2DA-A236-350AD0102D98,2,1622406446182,NULL,0
626,202107,5,1622406654,4,[],4C64A4A5-8B6A-DBD2-0AC8-4D22BB67EE8D,1,58EBDAC5-915A-764C-A369-9E49994E9A85,1,1622406655687,NULL,0
627,202107,5,1622406654,2,[],4C64A4A5-8B6A-DBD2-0AC8-4D22BB67EE8D,1,58EBDAC5-915A-764C-A369-9E49994E9A85,2,1622406655688,NULL,0
628,202107,5,1622406710,4,[],A89A7ED5-8C27-E563-E07F-AD5271FE868B,1,9B9998EA-B828-3B37-A51D-53AAF35AEECC,1,1622406710751,NULL,0
629,202107,5,1622406710,2,[],A89A7ED5-8C27-E563-E07F-AD5271FE868B,1,9B9998EA-B828-3B37-A51D-53AAF35AEECC,2,1622406710752,NULL,0
630,202107,5,1622406724,4,[],52C9B286-7BA3-5FBE-20CE-AFFF6F60A83F,1,00CE44B1-8A81-68E4-0A7E-16D4345F3360,1,1622406724465,NULL,0
631,202107,5,1622406724,2,[],52C9B286-7BA3-5FBE-20CE-AFFF6F60A83F,1,00CE44B1-8A81-68E4-0A7E-16D4345F3360,2,1622406724466,NULL,0
632,202107,5,1622406829,4,[],F0BFEC45-FFFC-1DE7-2597-287B8ED9FBC3,1,BEFE5174-038B-EEF6-D03C-0E63D9F7C7A4,1,1622406829477,NULL,0
633,202107,5,1622406829,2,[],F0BFEC45-FFFC-1DE7-2597-287B8ED9FBC3,1,BEFE5174-038B-EEF6-D03C-0E63D9F7C7A4,2,1622406829477,NULL,0
634,202107,5,1622406854,5,[],05D7EE9F-F07D-CE81-4DB0-ADC9BE1C1098,1,96633FE7-4D6C-D84B-5489-00203FD2BE5A,1,1622406854509,NULL,0
635,202107,5,1622406854,2,[],05D7EE9F-F07D-CE81-4DB0-ADC9BE1C1098,1,96633FE7-4D6C-D84B-5489-00203FD2BE5A,2,1622406854510,NULL,0
636,202107,5,1622407036,5,[],F0BFEC45-FFFC-1DE7-2597-287B8ED9FBC3,1,BEFE5174-038B-EEF6-D03C-0E63D9F7C7A4,155,1622407036904,NULL,0
