log_no_quest_id,gid,cid,log_ts,aid,a_detail,uid,vid,sessionid,session_seqid,client_ts,multiplayer_uid,multiplayer_seqid
900,202107,5,1622430683,4,[],B9D3350E-9D35-0177-F5A7-6B457B12CFA7,1,2937B199-1092-7F07-C2DE-BA62B5847085,1,1622430683385,NULL,0
901,202107,5,1622430683,3,[],B9D3350E-9D35-0177-F5A7-6B457B12CFA7,1,2937B199-1092-7F07-C2DE-BA62B5847085,2,1622430683386,NULL,0
902,202107,5,1622430698,5,[],BDA7504C-EA3E-38B9-AEB2-3AE948A9173F,1,F56D99BA-F155-24A2-8CD3-92B9ECCCBD91,1,1622430698613,NULL,0
903,202107,5,1622430698,2,[],BDA7504C-EA3E-38B9-AEB2-3AE948A9173F,1,F56D99BA-F155-24A2-8CD3-92B9ECCCBD91,2,1622430698614,NULL,0
904,202107,5,1622430819,5,[],F3DCA9B1-86D9-9992-EDE1-360B2AB4DA0A,1,3ABD83AC-A0CC-5F5D-74FF-FF83CBFB34E1,1,1622430818414,NULL,0
905,202107,5,1622430819,2,[],F3DCA9B1-86D9-9992-EDE1-360B2AB4DA0A,1,3ABD83AC-A0CC-5F5D-74FF-FF83CBFB34E1,2,1622430818416,NULL,0
906,202107,5,1622430861,4,[],D996C662-51A4-FEEA-6068-3CAC3E71EBDF,1,B4216699-F445-5837-D562-7D9881441D67,1,1622430861875,NULL,0
907,202107,5,1622430861,3,[],D996C662-51A4-FEEA-6068-3CAC3E71EBDF,1,B4216699-F445-5837-D562-7D9881441D67,2,1622430861876,NULL,0
908,202107,5,1622430925,2,[],7291A6C0-DCF0-F563-7479-E0A1D33C86BD,1,81266F57-F555-16D2-003C-DFF9CE460283,2,1622430940211,NULL,0
909,202107,5,1622430925,5,[],7291A6C0-DCF0-F563-7479-E0A1D33C86BD,1,81266F57-F555-16D2-003C-DFF9CE460283,1,1622430940211,NULL,0
910,202107,5,1622431060,2,[],973B9D17-D990-8805-2E60-F391F5C7B424,1,2DA23BB3-EA83-5765-7B12-8A209C55345B,2,1622431061024,NULL,0
911,202107,5,1622431060,5,[],973B9D17-D990-8805-2E60-F391F5C7B424,1,2DA23BB3-EA83-5765-7B12-8A209C55345B,1,1622431061024,NULL,0
912,202107,5,1622431129,5,[],2248CC0D-AA87-475F-3A9D-E6C970299AB0,1,6CA3C6AA-ADB4-B081-F703-7D8BAFCED7C1,1,1622431130692,NULL,0
913,202107,5,1622431129,2,[],2248CC0D-AA87-475F-3A9D-E6C970299AB0,1,6CA3C6AA-ADB4-B081-F703-7D8BAFCED7C1,2,1622431130693,NULL,0
914,202107,5,1622431135,4,[],0A017267-E99B-F85D-8FA8-91BBD3F4FC53,1,7F393917-3CB0-1E2E-2B19-ED7CE6E2F69C,1,1622431134789,NULL,0
915,202107,5,1622431135,3,[],0A017267-E99B-F85D-8FA8-91BBD3F4FC53,1,7F393917-3CB0-1E2E-2B19-ED7CE6E2F69C,2,1622431134792,NULL,0
916,202107,5,1622431250,4,[],58B33501-09F9-8A3A-2776-4188FF914770,1,D05EEF5B-0268-7A2B-BD7D-C78735776692,1,1622431291358,NULL,0
917,202107,5,1622431250,2,[],58B33501-09F9-8A3A-2776-4188FF914770,1,D05EEF5B-0268-7A2B-BD7D-C78735776692,2,1622431291360,NULL,0
918,202107,5,1622431269,4,[],42A4EE55-53D8-05CF-8D74-4CFA7C06D232,1,109CA44F-6410-3E75-BE47-AAB04191DED1,1,1622431269128,NULL,0
919,202107,5,1622431269,3,[],42A4EE55-53D8-05CF-8D74-4CFA7C06D232,1,109CA44F-6410-3E75-BE47-AAB04191DED1,2,1622431269129,NULL,0
920,202107,5,1622431467,3,[],F9093570-ED5F-C10F-26E8-5454C14FCF62,1,43446DB7-04B2-423B-785D-667D592B7349,2,1622431465105,NULL,0
921,202107,5,1622431467,4,[],F9093570-ED5F-C10F-26E8-5454C14FCF62,1,43446DB7-04B2-423B-785D-667D592B7349,1,1622431465105,NULL,0
922,202107,5,1622431902,4,[],E4E974AC-B8D8-39C1-CBA8-30809FC85055,1,9C4AD3F3-7018-8FE3-A67F-FF0DB2B1CA46,1,1622431902190,NULL,0
923,202107,5,1622431902,2,[],E4E974AC-B8D8-39C1-CBA8-30809FC85055,1,9C4AD3F3-7018-8FE3-A67F-FF0DB2B1CA46,2,1622431902191,NULL,0
924,202107,5,1622432084,2,[],5A71D588-5AE9-7652-062A-94639F968373,1,25E32CC5-E61E-DAE8-E0C2-3C2E33DE5D0E,2,1622432084476,NULL,0
925,202107,5,1622432084,5,[],5A71D588-5AE9-7652-062A-94639F968373,1,25E32CC5-E61E-DAE8-E0C2-3C2E33DE5D0E,1,1622432084474,NULL,0
926,202107,5,1622432138,4,[],CC668F22-FD0B-A58E-0210-130D4061E552,1,1A418139-23E2-1060-7CA0-CF3AD2A133A0,1,1622432136243,NULL,0
927,202107,5,1622432138,2,[],CC668F22-FD0B-A58E-0210-130D4061E552,1,1A418139-23E2-1060-7CA0-CF3AD2A133A0,2,1622432136244,NULL,0
928,202107,5,1622432192,2,[],1BBAF097-7A3F-E267-B655-173BA96FB161,1,758FF4C4-1491-7F9F-7934-93A10C218BC8,2,1622432210265,NULL,0
929,202107,5,1622432192,4,[],1BBAF097-7A3F-E267-B655-173BA96FB161,1,758FF4C4-1491-7F9F-7934-93A10C218BC8,1,1622432210264,NULL,0
930,202107,5,1622432870,4,[],228F4D77-A870-D124-719A-B562E2A644AB,1,2AB077D7-8888-F992-59D1-589346FA121C,1,1622432870484,NULL,0
931,202107,5,1622432870,3,[],228F4D77-A870-D124-719A-B562E2A644AB,1,2AB077D7-8888-F992-59D1-589346FA121C,2,1622432870485,NULL,0
932,202107,5,1622432913,2,[],60100EEF-96A9-EECF-D3EB-2683DB8B9687,1,DD1C0FFC-32A0-DA48-3056-67A7D1B7A9C5,2,1622432913724,NULL,0
933,202107,5,1622432913,4,[],60100EEF-96A9-EECF-D3EB-2683DB8B9687,1,DD1C0FFC-32A0-DA48-3056-67A7D1B7A9C5,1,1622432913724,NULL,0
934,202107,5,1622434471,4,[],52C9B087-D9EA-145D-F80A-A78E9C16486F,1,27C867C7-037A-D846-170D-6F0B55832C77,1,1622434470351,NULL,0
935,202107,5,1622434471,2,[],52C9B087-D9EA-145D-F80A-A78E9C16486F,1,27C867C7-037A-D846-170D-6F0B55832C77,2,1622434470351,NULL,0
936,202107,5,1622434604,4,[],A89306C9-029C-1560-DBCE-9CD364BAF395,1,0F465D71-1D20-58A7-5086-525E611E7D93,1,1622434606307,NULL,0
937,202107,5,1622434604,2,[],A89306C9-029C-1560-DBCE-9CD364BAF395,1,0F465D71-1D20-58A7-5086-525E611E7D93,2,1622434606308,NULL,0
938,202107,5,1622435157,4,[],831767C2-0D06-9DFF-3DCC-8DD1494F2CB6,1,2DA430AA-8802-FE8C-954C-6801E7576D43,1,1622435158052,NULL,0
939,202107,5,1622435157,2,[],831767C2-0D06-9DFF-3DCC-8DD1494F2CB6,1,2DA430AA-8802-FE8C-954C-6801E7576D43,2,1622435158053,NULL,0
940,202107,5,1622435561,4,[],47B8349A-5276-724E-1BA0-FB5FC3232F78,1,D08611BE-A328-018B-8719-79066507628E,1,1622435560909,NULL,0
941,202107,5,1622435561,3,[],47B8349A-5276-724E-1BA0-FB5FC3232F78,1,D08611BE-A328-018B-8719-79066507628E,2,1622435560911,NULL,0
942,202107,5,1622435569,4,[],47B8349A-5276-724E-1BA0-FB5FC3232F78,1,B86E1C7C-17EB-C413-3A30-604C48C16F33,1,1622435568928,NULL,0
943,202107,5,1622435569,3,[],47B8349A-5276-724E-1BA0-FB5FC3232F78,1,B86E1C7C-17EB-C413-3A30-604C48C16F33,2,1622435568930,NULL,0
944,202107,5,1622435663,4,[],EC814BDB-9DB8-7DDE-2323-AEDAC3D89FBE,1,89FFE786-C55F-A515-B437-352DC2071F8F,1,1622435663902,NULL,0
945,202107,5,1622435663,3,[],EC814BDB-9DB8-7DDE-2323-AEDAC3D89FBE,1,89FFE786-C55F-A515-B437-352DC2071F8F,2,1622435663903,NULL,0
946,202107,5,1622435685,5,[],D955D473-D3FD-5238-4E1B-93F5530BDEE2,1,D00F2F2F-1B3A-8CE4-135E-BD4294D942FB,1,1622435686423,NULL,0
947,202107,5,1622435685,2,[],D955D473-D3FD-5238-4E1B-93F5530BDEE2,1,D00F2F2F-1B3A-8CE4-135E-BD4294D942FB,2,1622435686424,NULL,0
948,202107,5,1622435781,4,[],45A61C58-A390-8722-E0F3-BE54D933E7B6,1,DD620EB4-8CBE-21D7-5848-05FA40304D76,1,1622435781031,NULL,0
949,202107,5,1622435781,3,[],45A61C58-A390-8722-E0F3-BE54D933E7B6,1,DD620EB4-8CBE-21D7-5848-05FA40304D76,2,1622435781032,NULL,0
950,202107,5,1622435827,2,[],7BE1AF81-62EB-ED6C-2564-DFA3BA8F186A,1,123B4F44-7A3B-C1BA-6F1D-2E96F6FBE007,2,1622435827610,NULL,0
951,202107,5,1622435827,4,[],7BE1AF81-62EB-ED6C-2564-DFA3BA8F186A,1,123B4F44-7A3B-C1BA-6F1D-2E96F6FBE007,1,1622435827609,NULL,0
952,202107,5,1622435853,4,[],2CBF1C13-DF06-B7D1-5DBE-B610760423DD,1,E94CDEE3-3DDB-1CC8-711D-6F74AA62DF86,1,1622435852974,NULL,0
953,202107,5,1622435853,2,[],2CBF1C13-DF06-B7D1-5DBE-B610760423DD,1,E94CDEE3-3DDB-1CC8-711D-6F74AA62DF86,2,1622435852976,NULL,0
954,202107,5,1622436069,2,[],53DAD875-77E3-515E-B8ED-90237839B488,1,18BABD12-E467-37C8-C96C-8268A575611A,2,1622436069528,NULL,0
955,202107,5,1622436069,4,[],53DAD875-77E3-515E-B8ED-90237839B488,1,18BABD12-E467-37C8-C96C-8268A575611A,1,1622436069528,NULL,0
956,202107,5,1622436786,4,[],35B81B80-4A10-71C3-538A-9DE172D82D96,1,E941D023-05FD-746C-10A7-82100C00EED1,1,1622436786045,NULL,0
957,202107,5,1622436786,3,[],35B81B80-4A10-71C3-538A-9DE172D82D96,1,E941D023-05FD-746C-10A7-82100C00EED1,2,1622436786046,NULL,0
958,202107,5,1622436935,4,[],EC060376-4292-CB98-F21A-2DFCE0D87E9B,1,C5F4ADB4-DE04-2172-8614-81061C8AA9F2,1,1622436941403,NULL,0
959,202107,5,1622436935,3,[],EC060376-4292-CB98-F21A-2DFCE0D87E9B,1,C5F4ADB4-DE04-2172-8614-81061C8AA9F2,2,1622436941404,NULL,0
960,202107,5,1622436974,4,[],B80F8325-D0EB-040A-5294-B06035C9A155,1,9FA9D013-9D41-44EE-8061-65083B2B11D5,1,1622436972993,NULL,0
961,202107,5,1622436974,3,[],B80F8325-D0EB-040A-5294-B06035C9A155,1,9FA9D013-9D41-44EE-8061-65083B2B11D5,2,1622436972994,NULL,0
962,202107,5,1622437067,2,[],104A7979-FEA1-4211-AF51-F38DCDC64A52,1,8F16C436-2CC8-8EF3-9DAA-7617B18D7BE0,2,1622437069234,NULL,0
963,202107,5,1622437067,4,[],104A7979-FEA1-4211-AF51-F38DCDC64A52,1,8F16C436-2CC8-8EF3-9DAA-7617B18D7BE0,1,1622437069233,NULL,0
964,202107,5,1622437097,3,[],E221E1D2-FE64-23C6-8148-0A2B5C22EF8A,1,C6641AFA-2E1B-2C69-973F-02815BA6D082,2,1622437097421,NULL,0
965,202107,5,1622437097,4,[],E221E1D2-FE64-23C6-8148-0A2B5C22EF8A,1,C6641AFA-2E1B-2C69-973F-02815BA6D082,1,1622437097420,NULL,0
966,202107,5,1622437195,4,[],601D5F48-E95A-FC09-65B0-E65DB1FEC194,1,AD7FEA30-4FAC-3594-C18D-6397AB60B11D,1,1622437194568,NULL,0
967,202107,5,1622437195,3,[],601D5F48-E95A-FC09-65B0-E65DB1FEC194,1,AD7FEA30-4FAC-3594-C18D-6397AB60B11D,2,1622437194569,NULL,0
968,202107,5,1622437302,4,[],601D5F48-E95A-FC09-65B0-E65DB1FEC194,1,AD7FEA30-4FAC-3594-C18D-6397AB60B11D,153,1622437302031,NULL,0
969,202107,5,1622437302,2,[],601D5F48-E95A-FC09-65B0-E65DB1FEC194,1,AD7FEA30-4FAC-3594-C18D-6397AB60B11D,154,1622437302032,NULL,0
970,202107,5,1622438088,4,[],3A441EAA-29EF-CDBF-DF19-A0980DD8D6F3,1,9B01EEEF-2545-FEED-4D85-EA134F99D31D,1,1622438088130,NULL,0
971,202107,5,1622438088,2,[],3A441EAA-29EF-CDBF-DF19-A0980DD8D6F3,1,9B01EEEF-2545-FEED-4D85-EA134F99D31D,2,1622438088131,NULL,0
972,202107,5,1622438292,2,[],2E8A07D2-0D97-DC14-8D02-4BF15DC2F6B0,1,08347C2C-22B3-F9D5-9509-959BDC58396A,2,1622438292824,NULL,0
973,202107,5,1622438292,4,[],2E8A07D2-0D97-DC14-8D02-4BF15DC2F6B0,1,08347C2C-22B3-F9D5-9509-959BDC58396A,1,1622438292824,NULL,0
974,202107,5,1622438402,2,[],8C54E131-128D-3FB3-D541-DF4930E95C16,1,1C0D82BA-1433-5F3F-689D-B13569DB0929,2,1622438406058,NULL,0
975,202107,5,1622438402,4,[],8C54E131-128D-3FB3-D541-DF4930E95C16,1,1C0D82BA-1433-5F3F-689D-B13569DB0929,1,1622438406057,NULL,0
976,202107,5,1622438441,4,[],93BABC63-69BE-E94A-58D2-C409E670335C,1,AF97904A-05B4-FE6B-1003-3B6A934E199E,1,1622438441195,NULL,0
977,202107,5,1622438441,3,[],93BABC63-69BE-E94A-58D2-C409E670335C,1,AF97904A-05B4-FE6B-1003-3B6A934E199E,2,1622438441196,NULL,0
978,202107,5,1622438493,5,[],E5EE2B06-8F13-2E10-4671-AE8A7FA84DEB,1,3EA735E3-3B85-843A-24E5-C607BF8996E3,1,1622438486126,NULL,0
979,202107,5,1622438493,2,[],E5EE2B06-8F13-2E10-4671-AE8A7FA84DEB,1,3EA735E3-3B85-843A-24E5-C607BF8996E3,2,1622438486128,NULL,0
980,202107,5,1622438674,4,[],D45EB555-23CE-45B1-D01F-535BB59883B7,1,31B9A020-7B60-5E2E-8D2D-2FA1B098AD36,1,1622438674325,NULL,0
981,202107,5,1622438674,3,[],D45EB555-23CE-45B1-D01F-535BB59883B7,1,31B9A020-7B60-5E2E-8D2D-2FA1B098AD36,2,1622438674326,NULL,0
982,202107,5,1622438847,2,[],630F138C-AB43-D38D-6D26-9EC45E64E32E,1,67CAD310-F7D2-BCBC-8D25-E2270CDA35D8,2,1622438847397,NULL,0
983,202107,5,1622438847,4,[],630F138C-AB43-D38D-6D26-9EC45E64E32E,1,67CAD310-F7D2-BCBC-8D25-E2270CDA35D8,1,1622438847395,NULL,0
984,202107,5,1622439199,2,[],0FE44870-BBF0-076E-8007-1A57E51FE3E7,1,E1A649CA-E218-6303-4FB5-3B2B999271E3,2,1622439198581,NULL,0
985,202107,5,1622439199,4,[],0FE44870-BBF0-076E-8007-1A57E51FE3E7,1,E1A649CA-E218-6303-4FB5-3B2B999271E3,1,1622439198580,NULL,0
986,202107,5,1622439660,2,[],F89D7B2B-0356-94B1-9604-56E53C1AE3BE,1,F675E70D-9B5B-A16C-4A4E-462C3D7E352C,2,1622439659785,NULL,0
987,202107,5,1622439660,4,[],F89D7B2B-0356-94B1-9604-56E53C1AE3BE,1,F675E70D-9B5B-A16C-4A4E-462C3D7E352C,1,1622439659779,NULL,0
988,202107,5,1622439806,4,[],E49F2061-CABB-3FBC-CB4F-DA31B1540A83,1,E7BF5701-93AB-4B62-8197-DC9CB7733F20,1,1622439799393,NULL,0
989,202107,5,1622439806,2,[],E49F2061-CABB-3FBC-CB4F-DA31B1540A83,1,E7BF5701-93AB-4B62-8197-DC9CB7733F20,2,1622439799394,NULL,0
990,202107,5,1622440112,4,[],B2BF9CA6-7F37-4862-E83B-36F51B8C7145,1,NULL,1,1622440110463,NULL,0
991,202107,5,1622440112,2,[],B2BF9CA6-7F37-4862-E83B-36F51B8C7145,1,NULL,2,1622440110465,NULL,0
992,202107,5,1622440230,4,[],2E40E11C-6655-317B-2193-D615F1653BFB,1,C3352CED-9CCF-FBF4-F74E-77DF23AE30EB,1,1622440230885,NULL,0
993,202107,5,1622440230,3,[],2E40E11C-6655-317B-2193-D615F1653BFB,1,C3352CED-9CCF-FBF4-F74E-77DF23AE30EB,2,1622440230885,NULL,0
994,202107,5,1622440338,4,[],27A6A145-49A1-FC42-0FD8-E78969D153CC,1,E9F23A52-CC18-9038-5B52-49013B56E2D7,1,1622440338255,NULL,0
995,202107,5,1622440338,2,[],27A6A145-49A1-FC42-0FD8-E78969D153CC,1,E9F23A52-CC18-9038-5B52-49013B56E2D7,2,1622440338260,NULL,0
996,202107,5,1622440443,4,[],D81E4FFC-8167-D365-C1E7-47CD93697611,1,5EBDF777-45E0-056F-1E74-7022ED40D975,1,1622440443883,NULL,0
997,202107,5,1622440443,3,[],D81E4FFC-8167-D365-C1E7-47CD93697611,1,5EBDF777-45E0-056F-1E74-7022ED40D975,2,1622440443884,NULL,0
998,202107,5,1622440814,4,[],47265838-28CA-FA39-F73D-574CAB9CB2A7,1,819983CF-0F07-0F87-8EB7-C41A6720B66E,1,1622440802112,NULL,0
999,202107,5,1622440814,2,[],47265838-28CA-FA39-F73D-574CAB9CB2A7,1,819983CF-0F07-0F87-8EB7-C41A6720B66E,2,1622440802112,NULL,0
1000,202107,5,1622440983,5,[],687DA0D2-8AF4-CA4E-F3DD-72C0B5D5B122,1,F4330D95-8BE5-366A-6B2C-EE8A586C13F3,1,1622440982594,NULL,0
1001,202107,5,1622440983,2,[],687DA0D2-8AF4-CA4E-F3DD-72C0B5D5B122,1,F4330D95-8BE5-366A-6B2C-EE8A586C13F3,2,1622440982595,NULL,0
1002,202107,5,1622441145,3,[],FF482AD3-2DE2-89E8-91DE-82A4DAB1796F,1,BD4A41D3-054C-5335-4DD5-5D28B0D09D98,2,1622441145203,NULL,0
1003,202107,5,1622441145,4,[],FF482AD3-2DE2-89E8-91DE-82A4DAB1796F,1,BD4A41D3-054C-5335-4DD5-5D28B0D09D98,1,1622441145199,NULL,0
1004,202107,5,1622441315,2,[],FF482AD3-2DE2-89E8-91DE-82A4DAB1796F,1,BD4A41D3-054C-5335-4DD5-5D28B0D09D98,186,1622441314972,NULL,0
1005,202107,5,1622441315,4,[],FF482AD3-2DE2-89E8-91DE-82A4DAB1796F,1,BD4A41D3-054C-5335-4DD5-5D28B0D09D98,185,1622441314971,NULL,0
1006,202107,5,1622441715,2,[],BE111A0A-8385-7BE1-AC30-4F98E06CC248,1,F56425C2-5154-8826-E4EA-C395FD291BB5,2,1622441714763,NULL,0
1007,202107,5,1622441715,5,[],BE111A0A-8385-7BE1-AC30-4F98E06CC248,1,F56425C2-5154-8826-E4EA-C395FD291BB5,1,1622441714761,NULL,0
1008,202107,5,1622441715,4,[],17F9FF74-2935-BFF5-12EE-DA6BA75D32A7,1,73B6DACF-74E2-4E71-D563-5A76550CA68C,1,1622441715263,NULL,0
1009,202107,5,1622441715,2,[],17F9FF74-2935-BFF5-12EE-DA6BA75D32A7,1,73B6DACF-74E2-4E71-D563-5A76550CA68C,2,1622441715264,NULL,0
1010,202107,5,1622442286,4,[],9B52BF46-9B94-0F00-E4F4-E5BE4ABF7CB3,1,E8584553-5AFE-81B8-3258-0405ADEBD34C,1,1622442286845,NULL,0
1011,202107,5,1622442286,2,[],9B52BF46-9B94-0F00-E4F4-E5BE4ABF7CB3,1,E8584553-5AFE-81B8-3258-0405ADEBD34C,2,1622442286847,NULL,0
1012,202107,5,1622442488,5,[],CBACAFF2-5851-4BD3-9CE3-1C636FFE081E,1,9A35E47B-2723-51C2-BBE9-2A9B38AAC42B,1,1622442486472,NULL,0
1013,202107,5,1622442488,2,[],CBACAFF2-5851-4BD3-9CE3-1C636FFE081E,1,9A35E47B-2723-51C2-BBE9-2A9B38AAC42B,2,1622442486473,NULL,0
1014,202107,5,1622442531,3,[],E9E9FF95-CE9A-27A5-9E15-17D73A9D932D,1,0411789E-CF86-72DD-638A-403EFF836F48,2,1622442531313,NULL,0
1015,202107,5,1622442531,4,[],E9E9FF95-CE9A-27A5-9E15-17D73A9D932D,1,0411789E-CF86-72DD-638A-403EFF836F48,1,1622442531311,NULL,0
1016,202107,5,1622442880,4,[],FA062CBD-35ED-987C-980F-B5B43BF76DEE,1,A857D49D-61AE-6F53-5EC3-A9BF40F4F40E,1,1622442874301,NULL,0
1017,202107,5,1622442880,3,[],FA062CBD-35ED-987C-980F-B5B43BF76DEE,1,A857D49D-61AE-6F53-5EC3-A9BF40F4F40E,2,1622442874301,NULL,0
1018,202107,5,1622443295,5,[],24089077-A4C0-70E0-F4E8-8FB170137735,1,D7866BB5-BD36-9E0E-2DA0-4078D860A692,1,1622443295793,NULL,0
1019,202107,5,1622443295,2,[],24089077-A4C0-70E0-F4E8-8FB170137735,1,D7866BB5-BD36-9E0E-2DA0-4078D860A692,2,1622443295798,NULL,0
1020,202107,5,1622443338,4,[],848EC3CD-4932-4CBE-5522-0D1734A3470A,1,31F109D5-C1F0-D6B0-DD9E-BEC776796C05,1,1622443338305,NULL,0
1021,202107,5,1622443338,2,[],848EC3CD-4932-4CBE-5522-0D1734A3470A,1,31F109D5-C1F0-D6B0-DD9E-BEC776796C05,2,1622443338306,NULL,0
1022,202107,5,1622443498,4,[],5FCB916B-7EA7-D224-B2DF-98C041DB3DB8,1,61A6802C-BA88-6A06-9193-038FA8B254FE,1,1622443498190,NULL,0
1023,202107,5,1622443498,3,[],5FCB916B-7EA7-D224-B2DF-98C041DB3DB8,1,61A6802C-BA88-6A06-9193-038FA8B254FE,2,1622443498190,NULL,0
1024,202107,5,1622443961,2,[],7233A3E6-CDAA-D009-DEDC-9794BA191F63,1,FF6428CA-1F61-5A37-6A26-59E1FB286255,2,1622443961636,NULL,0
1025,202107,5,1622443961,4,[],7233A3E6-CDAA-D009-DEDC-9794BA191F63,1,FF6428CA-1F61-5A37-6A26-59E1FB286255,1,1622443961635,NULL,0
1026,202107,5,1622444440,5,[],3F3439C5-8A7D-AAB0-5541-E9B9508F0DBA,1,A464A4AF-088F-5D3E-5929-C74B7D77CA68,1,1622444433594,NULL,0
1027,202107,5,1622444440,2,[],3F3439C5-8A7D-AAB0-5541-E9B9508F0DBA,1,A464A4AF-088F-5D3E-5929-C74B7D77CA68,2,1622444433595,NULL,0
1028,202107,5,1622444710,5,[],20E16CB8-5A29-24F9-9B7F-E4E38C7B99BC,1,B42B8A02-CBFE-A480-B304-EC92E0170488,1,1622444710332,NULL,0
1029,202107,5,1622444710,2,[],20E16CB8-5A29-24F9-9B7F-E4E38C7B99BC,1,B42B8A02-CBFE-A480-B304-EC92E0170488,2,1622444710333,NULL,0
1030,202107,5,1622445142,4,[],C4F31D6D-8843-F95D-C39A-145D86160D0B,1,89647AAF-64E1-C3DC-DF5B-9E870686352C,1,1622445138834,NULL,0
1031,202107,5,1622445142,2,[],C4F31D6D-8843-F95D-C39A-145D86160D0B,1,89647AAF-64E1-C3DC-DF5B-9E870686352C,2,1622445138835,NULL,0
1032,202107,5,1622445496,4,[],6B291BA3-1E6F-5B52-21D9-8D9EFDA1F5C5,1,C42AE35D-C057-6B6E-0CE4-5F0154EEF75F,1,1622445495379,NULL,0
1033,202107,5,1622445496,2,[],6B291BA3-1E6F-5B52-21D9-8D9EFDA1F5C5,1,C42AE35D-C057-6B6E-0CE4-5F0154EEF75F,2,1622445495382,NULL,0
1034,202107,5,1622445643,3,[],5E8245CB-011C-D62C-C616-F9E55F3ABAD7,1,E4425E30-9A10-6194-A05F-7CD82A370A06,2,1622445643839,NULL,0
1035,202107,5,1622445643,4,[],5E8245CB-011C-D62C-C616-F9E55F3ABAD7,1,E4425E30-9A10-6194-A05F-7CD82A370A06,1,1622445643838,NULL,0
1036,202107,5,1622445724,2,[],B74C0007-FAEB-D2D0-78C0-DD36113095A2,1,31D4A093-9182-D6E7-2DD2-5733973997ED,2,1622445722807,NULL,0
1037,202107,5,1622445724,5,[],B74C0007-FAEB-D2D0-78C0-DD36113095A2,1,31D4A093-9182-D6E7-2DD2-5733973997ED,1,1622445722806,NULL,0
1038,202107,5,1622446537,3,[],D896C2C7-A551-E5AF-E3DE-0B77D621B5BC,1,9FE2A2BD-7D3A-EF03-480E-7D60FF5A2175,2,1622446537161,NULL,0
1039,202107,5,1622446537,4,[],D896C2C7-A551-E5AF-E3DE-0B77D621B5BC,1,9FE2A2BD-7D3A-EF03-480E-7D60FF5A2175,1,1622446537161,NULL,0
1040,202107,5,1622446680,5,[],71163759-FAEA-E763-28F1-69EC013656D4,1,208037A7-0162-A951-43BB-CBDC904765AA,1,1622446678865,NULL,0
1041,202107,5,1622446680,2,[],71163759-FAEA-E763-28F1-69EC013656D4,1,208037A7-0162-A951-43BB-CBDC904765AA,2,1622446678866,NULL,0
1042,202107,5,1622446694,5,[],EB1FFA77-AC32-85F8-37A8-AA6BAE5B6D12,1,7800920F-1F58-5DEA-5F45-A72A63AD9F40,1,1622446694633,NULL,0
1043,202107,5,1622446694,2,[],EB1FFA77-AC32-85F8-37A8-AA6BAE5B6D12,1,7800920F-1F58-5DEA-5F45-A72A63AD9F40,2,1622446694635,NULL,0
1044,202107,5,1622446768,3,[],32DE2E20-0235-83F7-D9E0-EBC7831FD060,1,A121758E-41E5-562E-F75A-9C7332080937,2,1622446771611,NULL,0
1045,202107,5,1622446768,4,[],32DE2E20-0235-83F7-D9E0-EBC7831FD060,1,A121758E-41E5-562E-F75A-9C7332080937,1,1622446771610,NULL,0
1046,202107,5,1622446801,3,[],6D41793A-1AB4-83AA-3C38-451CD90F8463,1,E18B2A2B-4F00-EAA1-661D-06ED8294427F,2,1622446800729,NULL,0
1047,202107,5,1622446801,4,[],6D41793A-1AB4-83AA-3C38-451CD90F8463,1,E18B2A2B-4F00-EAA1-661D-06ED8294427F,1,1622446800726,NULL,0
1048,202107,5,1622446916,4,[],7E61AC2D-AC57-2FEA-9594-2DE008B437A6,1,612312AE-453A-9039-168B-AEB862A1AB0F,1,1622446909836,NULL,0
1049,202107,5,1622446916,3,[],7E61AC2D-AC57-2FEA-9594-2DE008B437A6,1,612312AE-453A-9039-168B-AEB862A1AB0F,2,1622446909837,NULL,0
1050,202107,5,1622447023,4,[],07807A25-0B0C-DCB5-255D-22089893D53E,1,F0E7C0F8-DFE7-D2D9-9036-B7ADAB516F08,1,1622447022334,NULL,0
1051,202107,5,1622447023,3,[],07807A25-0B0C-DCB5-255D-22089893D53E,1,F0E7C0F8-DFE7-D2D9-9036-B7ADAB516F08,2,1622447022335,NULL,0
1052,202107,5,1622447420,5,[],B9362994-2723-A2A7-64E0-5716941CCDCA,1,BA86CA18-9DFE-2CDB-1F23-B08B0C5057EB,1,1622447420514,NULL,0
1053,202107,5,1622447420,2,[],B9362994-2723-A2A7-64E0-5716941CCDCA,1,BA86CA18-9DFE-2CDB-1F23-B08B0C5057EB,2,1622447420515,NULL,0
1054,202107,5,1622448068,4,[],B672168D-FCF3-8886-0C08-A9A6E6D26C85,1,1A1FFBC7-97C3-9B8E-CB98-E392010BFF11,1,1622448063615,NULL,0
1055,202107,5,1622448068,2,[],B672168D-FCF3-8886-0C08-A9A6E6D26C85,1,1A1FFBC7-97C3-9B8E-CB98-E392010BFF11,2,1622448063620,NULL,0
1056,202107,5,1622448721,2,[],BF20E887-FD99-39D3-D753-688CA08F006C,1,464EA16C-0A6E-161D-DBBF-88DFC18EFFE0,2,1622448720696,NULL,0
1057,202107,5,1622448721,4,[],BF20E887-FD99-39D3-D753-688CA08F006C,1,464EA16C-0A6E-161D-DBBF-88DFC18EFFE0,1,1622448720695,NULL,0
