log_q_id,qid,log_q_ts,uid,gid,vid,cid,dqid,parent_dqid,q_detail,ae_seq_id,q_s_id,g_s_id,tid,cd_id,quest_seqid,qaction_seqid,session_seqid,sessionid,client_ts,foreign_game_id,multiplayer_seqid,quest_hash
11757,1,1622355430,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,80506F9A-4E9A-AF98-6C04-2C9F6682BF15,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,4,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622355430235,0,0,NULL
11758,1,1622355555,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,80506F9A-4E9A-AF98-6C04-2C9F6682BF15,NULL,"{""deathCount"":0,""score"":1,""time"":124.51666666666,""preyCollected"":1,""predCollected"":0,""preyDeaths"":0}",NULL,0,1,1,0,0,84,87,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622355554737,0,0,NULL
11759,2,1622355558,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,F0601D24-A8BC-20BD-2F49-91B33670F8AD,NULL,"{""score"":1}",NULL,1,1,1,0,2,1,89,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622355558650,0,0,NULL
11760,2,1622355663,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,F0601D24-A8BC-20BD-2F49-91B33670F8AD,NULL,"{""deathCount"":0,""score"":19,""time"":104.65,""preyCollected"":17,""predCollected"":0,""preyDeaths"":0}",NULL,0,1,1,0,0,96,184,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622355663287,0,0,NULL
11761,3,1622355667,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,2BC38AAA-5957-C445-07F8-66867B0A1012,NULL,"{""score"":19}",NULL,1,1,1,0,3,1,186,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622355667184,0,0,NULL
11762,3,1622355830,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,2BC38AAA-5957-C445-07F8-66867B0A1012,NULL,"{""deathCount"":0,""score"":38,""time"":163.53333333336,""preyCollected"":20,""predCollected"":1,""preyDeaths"":2}",NULL,0,1,1,0,0,152,337,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622355830701,0,0,NULL
11763,4,1622355833,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,723EC086-03BC-38BA-CCC2-53218E73655B,NULL,"{""score"":51}",NULL,1,1,1,0,4,1,339,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622355833715,0,0,NULL
11764,4,1622355920,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,723EC086-03BC-38BA-CCC2-53218E73655B,NULL,"{""deathCount"":1,""score"":70,""time"":86.03333333333,""preyCollected"":12,""predCollected"":1,""preyDeaths"":3}",NULL,0,1,1,0,0,84,422,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622355919735,0,0,NULL
11765,5,1622355923,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,1FDCE568-4101-1465-716A-B41649DD4482,NULL,"{""score"":71}",NULL,1,1,1,0,5,1,424,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622355923633,0,0,NULL
11766,5,1622356052,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,1FDCE568-4101-1465-716A-B41649DD4482,NULL,"{""deathCount"":1,""score"":121,""time"":128.68333333333,""preyCollected"":28,""predCollected"":1,""preyDeaths"":9}",NULL,0,1,1,0,0,163,586,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622356052290,0,0,NULL
11767,6,1622356055,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,CE96C903-23A3-9D56-3269-4680457BF946,NULL,"{""score"":124}",NULL,1,1,1,0,6,1,588,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622356055649,0,0,NULL
11768,6,1622356241,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,CE96C903-23A3-9D56-3269-4680457BF946,NULL,"{""deathCount"":2,""score"":164,""time"":185.18333333337,""preyCollected"":34,""predCollected"":0,""preyDeaths"":41}",NULL,0,1,1,0,0,264,851,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622356240819,0,0,NULL
11769,7,1622356246,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,A907316B-8376-712A-12DB-E57FCB4643CB,NULL,"{""score"":164}",NULL,1,1,1,0,7,1,853,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622356246303,0,0,NULL
11770,7,1622356418,44F924F9-7413-F621-F8AA-017B1667D4FB,202107,1,5,A907316B-8376-712A-12DB-E57FCB4643CB,NULL,"{""deathCount"":0,""score"":223,""time"":171.3666666667,""preyCollected"":45,""predCollected"":1,""preyDeaths"":39}",NULL,0,1,1,0,0,245,1097,50097BDA-0E39-94D2-A95D-0CDD1EF07278,1622356417663,0,0,NULL
15,4,1620692344,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,761450F1-9AB1-4DA1-92F4-36F3F64D1C5C,NULL,"{""deathCount"":1,""score"":1,""time"":11.733333333333}",NULL,0,1,1,0,0,2,8,26ACDC0B-B3CE-F3FF-C74D-48C0DB5B622B,1620692344736,0,0,NULL
16,5,1620692344,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,E282947B-A6A5-5901-CCF7-F142FE75EBE9,NULL,"{""score"":1}",NULL,1,1,1,0,5,1,9,26ACDC0B-B3CE-F3FF-C74D-48C0DB5B622B,1620692344863,0,0,NULL
17,1,1620693274,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,4A746F8B-18DF-A6A6-7740-6F34BF63B4A8,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,FB03A3C5-6550-BB94-460B-482D13BC4A3C,1620693274339,0,0,NULL
18,1,1620693281,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,4A746F8B-18DF-A6A6-7740-6F34BF63B4A8,NULL,"{""deathCount"":0,""score"":0,""time"":6.5666666666666}",NULL,0,1,1,0,0,2,2,FB03A3C5-6550-BB94-460B-482D13BC4A3C,1620693280933,0,0,NULL
19,2,1620693281,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,EC6B6AD4-22DA-D531-5A52-A4F40503EC49,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,FB03A3C5-6550-BB94-460B-482D13BC4A3C,1620693280989,0,0,NULL
20,2,1620693288,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,EC6B6AD4-22DA-D531-5A52-A4F40503EC49,NULL,"{""deathCount"":0,""score"":1,""time"":7.3833333333333}",NULL,0,1,1,0,0,2,4,FB03A3C5-6550-BB94-460B-482D13BC4A3C,1620693288368,0,0,NULL
21,3,1620693288,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,770DEB49-E328-19AE-8076-9D7A68FD3C16,NULL,"{""score"":1}",NULL,1,1,1,0,3,1,5,FB03A3C5-6550-BB94-460B-482D13BC4A3C,1620693288471,0,0,NULL
22,3,1620693308,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,770DEB49-E328-19AE-8076-9D7A68FD3C16,NULL,"{""deathCount"":0,""score"":6,""time"":19.85}",NULL,0,1,1,0,0,2,6,FB03A3C5-6550-BB94-460B-482D13BC4A3C,1620693308333,0,0,NULL
23,4,1620693308,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,90D33A5D-C792-9169-67E7-77391EE3B841,NULL,"{""score"":6}",NULL,1,1,1,0,4,1,7,FB03A3C5-6550-BB94-460B-482D13BC4A3C,1620693308427,0,0,NULL
24,4,1620693308,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,90D33A5D-C792-9169-67E7-77391EE3B841,NULL,"{""deathCount"":0,""score"":6,""time"":0.31666666666667}",NULL,0,1,1,0,0,2,8,FB03A3C5-6550-BB94-460B-482D13BC4A3C,1620693308750,0,0,NULL
25,5,1620693309,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,75F38E10-DBC8-9BCC-17ED-F6C25F2A4A35,NULL,"{""score"":6}",NULL,1,1,1,0,5,1,9,FB03A3C5-6550-BB94-460B-482D13BC4A3C,1620693308878,0,0,NULL
26,5,1620693309,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,NULL,NULL,"{""deathCount"":0,""score"":6,""time"":0.05}",NULL,0,1,1,0,0,2,10,FB03A3C5-6550-BB94-460B-482D13BC4A3C,1620693308955,0,0,NULL
27,6,1620693309,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,88F1389E-1662-81A1-2F46-004D8CA4DFFF,NULL,"{""score"":6}",NULL,1,1,1,0,6,1,11,FB03A3C5-6550-BB94-460B-482D13BC4A3C,1620693309113,0,0,NULL
28,6,1620693323,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,88F1389E-1662-81A1-2F46-004D8CA4DFFF,NULL,"{""deathCount"":3,""score"":6,""time"":13.966666666667}",NULL,0,1,1,0,0,5,15,FB03A3C5-6550-BB94-460B-482D13BC4A3C,1620693323120,0,0,NULL
29,6,1620693323,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,57DF188B-81EE-F3EC-2C20-25BCA59BDFFB,NULL,"{""score"":6}",NULL,1,1,1,0,7,1,16,FB03A3C5-6550-BB94-460B-482D13BC4A3C,1620693323182,0,0,NULL
30,1,1620693518,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,6B77D044-010F-C1F7-B80A-2F4A1550909A,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693518516,0,0,NULL
31,1,1620693519,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,6B77D044-010F-C1F7-B80A-2F4A1550909A,NULL,"{""deathCount"":0,""score"":0,""time"":1.0833333333333}",NULL,0,1,1,0,0,2,2,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693519606,0,0,NULL
32,2,1620693520,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,7A45402D-CAB1-6CAE-154A-97AC6FE0C614,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693519665,0,0,NULL
33,2,1620693520,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,7A45402D-CAB1-6CAE-154A-97AC6FE0C614,NULL,"{""deathCount"":0,""score"":0,""time"":0.71666666666667}",NULL,0,1,1,0,0,2,4,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693520395,0,0,NULL
34,3,1620693520,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,5D8AA7E1-B403-2CC6-F6EC-C20247DA8609,NULL,"{""score"":0}",NULL,1,1,1,0,3,1,5,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693520502,0,0,NULL
35,3,1620693521,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,5D8AA7E1-B403-2CC6-F6EC-C20247DA8609,NULL,"{""deathCount"":0,""score"":0,""time"":0.61666666666667}",NULL,0,1,1,0,0,2,6,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693521146,0,0,NULL
36,4,1620693521,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,DF42911C-4C5F-2B77-0990-DF93D9C68C53,NULL,"{""score"":0}",NULL,1,1,1,0,4,1,7,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693521282,0,0,NULL
37,4,1620693522,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,DF42911C-4C5F-2B77-0990-DF93D9C68C53,NULL,"{""deathCount"":0,""score"":0,""time"":0.83333333333333}",NULL,0,1,1,0,0,2,8,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693522145,0,0,NULL
38,5,1620693522,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,9C3B6E5D-1AB2-63D3-F698-7F48D257A95F,NULL,"{""score"":0}",NULL,1,1,1,0,5,1,9,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693522281,0,0,NULL
39,5,1620693523,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,9C3B6E5D-1AB2-63D3-F698-7F48D257A95F,NULL,"{""deathCount"":0,""score"":0,""time"":1.1833333333333}",NULL,0,1,1,0,0,2,10,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693523479,0,0,NULL
40,6,1620693523,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,F55F85F2-D3B9-E65C-0270-487461F0F820,NULL,"{""score"":0}",NULL,1,1,1,0,6,1,11,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693523637,0,0,NULL
41,6,1620693524,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,F55F85F2-D3B9-E65C-0270-487461F0F820,NULL,"{""deathCount"":0,""score"":0,""time"":0.78333333333333}",NULL,0,1,1,0,0,2,12,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693524462,0,0,NULL
42,6,1620693524,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,43B041CA-3540-66D2-232F-A2689B6C9686,NULL,"{""score"":0}",NULL,1,1,1,0,7,1,13,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693524524,0,0,NULL
43,6,1620693525,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,43B041CA-3540-66D2-232F-A2689B6C9686,NULL,"{""deathCount"":0,""score"":0,""time"":0.7}",NULL,0,1,1,0,0,2,14,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693525217,0,0,NULL
44,6,1620693525,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,9F8F4CE2-6967-E29B-ECC3-3C4B8DC00C40,NULL,"{""score"":0}",NULL,1,1,1,0,8,1,15,FAC72AA1-BD33-AF74-BDEC-D349E77EA9CD,1620693525285,0,0,NULL
45,1,1620695352,0C6385E5-AF36-9C99-A31B-5AD95DB9FD6E,202107,1,1,8C868EC6-2EB6-3962-0A2F-4C4DD682274D,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,AE868E1C-9479-163D-DA58-15E3D4C356EE,1620695352444,0,0,NULL
46,1,1620695359,0C6385E5-AF36-9C99-A31B-5AD95DB9FD6E,202107,1,1,8C868EC6-2EB6-3962-0A2F-4C4DD682274D,NULL,"{""deathCount"":0,""score"":0,""time"":6.85}",NULL,0,1,1,0,0,2,2,AE868E1C-9479-163D-DA58-15E3D4C356EE,1620695359290,0,0,NULL
47,2,1620695359,0C6385E5-AF36-9C99-A31B-5AD95DB9FD6E,202107,1,1,38052BD0-50A6-8995-8C5B-8BD85B087387,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,AE868E1C-9479-163D-DA58-15E3D4C356EE,1620695359331,0,0,NULL
48,1,1620696406,A1912B6C-4FC8-373F-8337-FAA1C2440675,202107,1,1,C97B72E4-6D5D-A78F-DD6C-4120F071B488,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,E160D825-424A-2637-ED87-0B1D382C811F,1620696403999,0,0,NULL
49,1,1620696422,A1912B6C-4FC8-373F-8337-FAA1C2440675,202107,1,1,C97B72E4-6D5D-A78F-DD6C-4120F071B488,NULL,"{""deathCount"":0,""score"":0,""time"":15.916666666667}",NULL,0,1,1,0,0,2,2,E160D825-424A-2637-ED87-0B1D382C811F,1620696419988,0,0,NULL
50,2,1620696422,A1912B6C-4FC8-373F-8337-FAA1C2440675,202107,1,1,69A6F48C-FB69-B47B-901D-CB23CE0855DE,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,E160D825-424A-2637-ED87-0B1D382C811F,1620696420057,0,0,NULL
51,1,1620700961,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,A66354ED-61BB-92E1-C870-461F43F4B508,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,A629BE14-6ACE-DCAE-89D9-5B34ABA8AEF7,1620700961215,0,0,NULL
52,1,1620700972,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,A66354ED-61BB-92E1-C870-461F43F4B508,NULL,"{""deathCount"":0,""score"":0,""time"":11.266666666667}",NULL,0,1,1,0,0,2,2,A629BE14-6ACE-DCAE-89D9-5B34ABA8AEF7,1620700972505,0,0,NULL
53,2,1620700972,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,4131CA1E-CB64-98E8-C702-EC1DFC1DB4C1,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,A629BE14-6ACE-DCAE-89D9-5B34ABA8AEF7,1620700972551,0,0,NULL
54,2,1620700984,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,4131CA1E-CB64-98E8-C702-EC1DFC1DB4C1,NULL,"{""deathCount"":0,""score"":1,""time"":11.85}",NULL,0,1,1,0,0,2,4,A629BE14-6ACE-DCAE-89D9-5B34ABA8AEF7,1620700984387,0,0,NULL
55,3,1620700984,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,86A6514C-5070-A55A-25B3-FBAB51D1EF79,NULL,"{""score"":1}",NULL,1,1,1,0,3,1,5,A629BE14-6ACE-DCAE-89D9-5B34ABA8AEF7,1620700984461,0,0,NULL
56,1,1620701090,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,EF63EA47-344A-D94F-EFF2-67AC020E3A64,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,4391A16C-06CB-7B0E-AA96-51B88E00B224,1620701090479,0,0,NULL
57,1,1620701090,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,EF63EA47-344A-D94F-EFF2-67AC020E3A64,NULL,"{""deathCount"":0,""score"":0,""time"":0.4}",NULL,0,1,1,0,0,2,2,4391A16C-06CB-7B0E-AA96-51B88E00B224,1620701090875,0,0,NULL
58,2,1620701091,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,8C018D10-4BBB-34D8-FA1C-85E95FCC71FD,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,4391A16C-06CB-7B0E-AA96-51B88E00B224,1620701090920,0,0,NULL
59,2,1620701091,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,8C018D10-4BBB-34D8-FA1C-85E95FCC71FD,NULL,"{""deathCount"":0,""score"":0,""time"":0.43333333333333}",NULL,0,1,1,0,0,2,4,4391A16C-06CB-7B0E-AA96-51B88E00B224,1620701091342,0,0,NULL
60,3,1620701091,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,54DF06B9-9814-0A19-B4BC-653B54F5291C,NULL,"{""score"":0}",NULL,1,1,1,0,3,1,5,4391A16C-06CB-7B0E-AA96-51B88E00B224,1620701091416,0,0,NULL
61,1,1620701189,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,4CA935AB-4D14-2917-654C-A4BF226E65E6,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,B915F0DB-F6BA-277A-C9FB-3F79D4F230B2,1620701189726,0,0,NULL
62,1,1620701191,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,4CA935AB-4D14-2917-654C-A4BF226E65E6,NULL,"{""deathCount"":0,""score"":0,""time"":1.3833333333333}",NULL,0,1,1,0,0,2,2,B915F0DB-F6BA-277A-C9FB-3F79D4F230B2,1620701191128,0,0,NULL
63,2,1620701191,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,NULL,NULL,"{""deathCount"":0,""score"":0,""time"":0.23333333333333}",NULL,0,1,1,0,0,2,4,B915F0DB-F6BA-277A-C9FB-3F79D4F230B2,1620701191395,0,0,NULL
64,2,1620701191,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,B60F93D1-E036-F2F9-CF3C-4BE3C348522C,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,B915F0DB-F6BA-277A-C9FB-3F79D4F230B2,1620701191175,0,0,NULL
65,3,1620701191,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,DEE441A0-7ABE-16C8-8BE4-CDAA5CA95375,NULL,"{""score"":0}",NULL,1,1,1,0,3,1,5,B915F0DB-F6BA-277A-C9FB-3F79D4F230B2,1620701191473,0,0,NULL
66,3,1620701296,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,DEE441A0-7ABE-16C8-8BE4-CDAA5CA95375,NULL,"{""deathCount"":0,""score"":12,""time"":56.449999999998}",NULL,0,1,1,0,0,2,6,B915F0DB-F6BA-277A-C9FB-3F79D4F230B2,1620701296465,0,0,NULL
67,4,1620701296,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,0A9F44BD-BD68-669C-5E49-787FCC019927,NULL,"{""score"":12}",NULL,1,1,1,0,4,1,7,B915F0DB-F6BA-277A-C9FB-3F79D4F230B2,1620701296537,0,0,NULL
68,4,1620701362,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,0A9F44BD-BD68-669C-5E49-787FCC019927,NULL,"{""deathCount"":0,""score"":21,""time"":65.983333333331}",NULL,0,1,1,0,0,2,8,B915F0DB-F6BA-277A-C9FB-3F79D4F230B2,1620701362512,0,0,NULL
69,5,1620701363,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,15AACA5A-A09A-A55F-79CC-D5F8E0B9B21A,NULL,"{""score"":21}",NULL,1,1,1,0,5,1,9,B915F0DB-F6BA-277A-C9FB-3F79D4F230B2,1620701362613,0,0,NULL
70,1,1620701759,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,544089C1-6456-F633-EB25-14C36FD3CD0A,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,EA1FE2DE-C87A-BD84-A1D0-EAC585FDD228,1620701759350,0,0,NULL
71,1,1620701759,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,544089C1-6456-F633-EB25-14C36FD3CD0A,NULL,"{""deathCount"":0,""score"":0,""time"":0.48333333333333}",NULL,0,1,1,0,0,2,2,EA1FE2DE-C87A-BD84-A1D0-EAC585FDD228,1620701759834,0,0,NULL
72,2,1620701760,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,571E23A7-9EE5-7B55-3405-D2CA3446D3C2,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,EA1FE2DE-C87A-BD84-A1D0-EAC585FDD228,1620701759884,0,0,NULL
73,2,1620701760,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,NULL,NULL,"{""deathCount"":0,""score"":0,""time"":0.28333333333333}",NULL,0,1,1,0,0,2,4,EA1FE2DE-C87A-BD84-A1D0-EAC585FDD228,1620701760166,0,0,NULL
74,3,1620701760,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,1410097C-3984-3DC7-1DF1-88F65BB0F5EA,NULL,"{""score"":0}",NULL,1,1,1,0,3,1,5,EA1FE2DE-C87A-BD84-A1D0-EAC585FDD228,1620701760230,0,0,NULL
75,3,1620701761,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,1410097C-3984-3DC7-1DF1-88F65BB0F5EA,NULL,"{""deathCount"":0,""score"":0,""time"":1.3166666666667}",NULL,0,1,1,0,0,2,6,EA1FE2DE-C87A-BD84-A1D0-EAC585FDD228,1620701761549,0,0,NULL
76,4,1620701761,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,B028C51E-4D2D-AA49-2B51-090D9B57D4E0,NULL,"{""score"":0}",NULL,1,1,1,0,4,1,7,EA1FE2DE-C87A-BD84-A1D0-EAC585FDD228,1620701761623,0,0,NULL
77,1,1620701915,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,66C034CE-C347-6204-CA53-0DE01C0DEF45,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,48C5E651-FB29-5C57-5292-45E4750733A7,1620701915316,0,0,NULL
78,1,1620701916,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,66C034CE-C347-6204-CA53-0DE01C0DEF45,NULL,"{""deathCount"":0,""score"":0,""time"":0.63333333333333}",NULL,0,1,1,0,0,2,2,48C5E651-FB29-5C57-5292-45E4750733A7,1620701915959,0,0,NULL
79,2,1620701916,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,C5DD1037-D001-D844-0816-C45D71FC3C61,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,48C5E651-FB29-5C57-5292-45E4750733A7,1620701916006,0,0,NULL
80,2,1620701916,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,C5DD1037-D001-D844-0816-C45D71FC3C61,NULL,"{""deathCount"":0,""score"":0,""time"":0.58333333333333}",NULL,0,1,1,0,0,2,4,48C5E651-FB29-5C57-5292-45E4750733A7,1620701916593,0,0,NULL
81,3,1620701916,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,17737051-2F0F-6600-9622-137AC37EAC64,NULL,"{""score"":0}",NULL,1,1,1,0,3,1,5,48C5E651-FB29-5C57-5292-45E4750733A7,1620701916668,0,0,NULL
82,3,1620701918,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,17737051-2F0F-6600-9622-137AC37EAC64,NULL,"{""deathCount"":0,""score"":0,""time"":1.95}",NULL,0,1,1,0,0,2,6,48C5E651-FB29-5C57-5292-45E4750733A7,1620701918645,0,0,NULL
83,4,1620701918,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,4A8E7B2D-F09E-6EA0-41BF-7E534FB716E9,NULL,"{""score"":0}",NULL,1,1,1,0,4,1,7,48C5E651-FB29-5C57-5292-45E4750733A7,1620701918716,0,0,NULL
84,1,1620701984,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,81E2AC30-DA3B-167C-63E5-16AAB4379FDF,NULL,"{""score"":0}",NULL,1,1,1,0,1,1,1,8415416F-21F9-D02F-B71A-864C8D506EEE,1620701984744,0,0,NULL
85,1,1620701985,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,81E2AC30-DA3B-167C-63E5-16AAB4379FDF,NULL,"{""deathCount"":0,""score"":0,""time"":0.41666666666667}",NULL,0,1,1,0,0,2,2,8415416F-21F9-D02F-B71A-864C8D506EEE,1620701985163,0,0,NULL
86,2,1620701985,FDAEAB1D-A4B2-4E42-096E-0F5DF8FE5ADF,202107,1,1,C950F6EA-2E1C-50BC-4080-7FF20EB11931,NULL,"{""score"":0}",NULL,1,1,1,0,2,1,3,8415416F-21F9-D02F-B71A-864C8D506EEE,1620701985208,0,0,NULL
